@relation vowel
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute class {0,2,6,8,9,1,3,4,5,7,10}
@data
0.200734,0.365882,0.530475,0.825895,0.472526,0.712934,0.359006,0.55271,0.338092,0.194337,0
0.475198,0.519767,0.181336,0.38555,0.261869,0.831224,0.233957,0.657691,0.278926,0.445134,999
0.340064,0.748563,0.596315,0.600984,0.014818,0.503587,0.583351,0.520868,0.695468,0.35348,999
0.227146,0.671762,0.482501,0.50763,0.348603,0.692216,0.331459,0.645347,0.548469,0.332899,999
0.282307,0.618924,0.380561,0.739666,0.534818,0.670903,0.344032,0.587981,0.609799,0.206321,999
0.197774,0.356802,0.547808,0.804644,0.457891,0.748755,0.370613,0.554761,0.360922,0.195058,999
0.246661,0.376594,0.466758,0.74125,0.444296,0.830532,0.346139,0.63304,0.34879,0.348479,999
0.496292,0.528308,0.178595,0.374623,0.270402,0.829236,0.220604,0.663803,0.252614,0.45529,999
0.461368,0.724513,0.236685,0.670063,0.192885,0.547515,0.366453,0.402118,0.636674,0.150757,999
0.462025,0.764021,0.412285,0.623331,0.037301,0.587653,0.555095,0.387826,0.695152,0.228232,999
0.361674,0.72911,0.492543,0.580185,0.009685,0.560333,0.575432,0.321415,0.677105,0.295481,999
0.297059,0.725571,0.612433,0.633548,0.020127,0.436444,0.589599,0.496947,0.706953,0.385797,999
0.280525,0.616972,0.376093,0.748594,0.52943,0.66764,0.348714,0.59829,0.57562,0.239635,999
0.194842,0.349573,0.537931,0.828086,0.46556,0.727505,0.368758,0.563955,0.396403,0.185943,999
0.507422,0.549725,0.154418,0.414312,0.321415,0.814616,0.211171,0.663238,0.270071,0.401504,999
0.47824,0.706027,0.245093,0.675809,0.190095,0.585369,0.291808,0.4745,0.605206,0.121948,999
0.435893,0.759967,0.386407,0.613645,0.09065,0.605593,0.459988,0.440102,0.638766,0.211153,999
0.240118,0.717258,0.601006,0.603812,0.0712,0.312788,0.696533,0.479958,0.690578,0.465999,6
0.285268,0.676536,0.715597,0.717051,0.051798,0.412213,0.390295,0.64431,0.734013,0.397244,999
0.227633,0.629753,0.419725,0.503659,0.317864,0.713181,0.377094,0.65274,0.638021,0.351693,999
0.268757,0.618216,0.383292,0.736656,0.530596,0.681646,0.330855,0.586876,0.548106,0.306337,999
0.353724,0.643778,0.38388,0.569249,0.230607,0.691925,0.26454,0.704395,0.527113,0.195881,999
0.256144,0.361935,0.397126,0.665905,0.408532,0.879655,0.407972,0.658698,0.474799,0.353358,999
0.503729,0.722324,0.221843,0.65923,0.232898,0.612698,0.271314,0.4692,0.569031,0.141108,999
0.394866,0.745665,0.380497,0.619538,0.163972,0.630317,0.384483,0.457575,0.590852,0.222758,999
0.310826,0.771349,0.452866,0.506448,0.119882,0.441327,0.704904,0.262184,0.604709,0.409595,999
0.248565,0.699072,0.587435,0.618846,0.045635,0.373462,0.661266,0.492176,0.720649,0.428145,999
