@relation db_C10D20N30
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {100,701,101,201,801,200,202,601,501,401,301,-1}
@data
753.456590099564,755.4573257669927,192.67394507998503,843.009167960553,358.295692298268,957.7973779151657,551.7556966204679,321.95439255126547,453.18335472806524,243.81789187587412,954.0824075247134,645.7742067825577,44.53329632836258,357.0871060469383,155.19094945407466,156.92251386568486,852.2109916431274,646.6513242373976,55.64520767460917,543.0300408941599,100
760.9161843880662,757.0550798307976,453.5991846453178,779.1020503130264,352.0651707479772,959.5299733290998,556.7380240115848,700.4763083346413,463.10090131288877,247.2620507921877,316.70156162379413,654.2005098245479,42.100845895117175,364.5632357052125,147.27306005336496,150.17139877564122,850.6528140142176,640.0725451295581,51.552688053817704,548.2816476401847,100
751.7205507360832,753.9585924059483,439.6579175451648,652.8129346526638,369.1435675542038,945.4398587192782,542.3184875616626,625.3006612775345,457.68760223828014,252.46729034796542,196.22842007779562,650.6048535761659,42.1034683884383,355.21466262095316,150.4502680150429,154.0500492246366,843.1306310890906,649.9678799171396,54.91313890595165,551.0958377669256,100
760.4047648671036,754.1397316327855,761.8220078142999,581.348582334539,368.7487182929274,952.4140356959047,547.0410188709208,361.68855086562166,453.9722821055874,241.14260540149903,805.1447624172821,652.054129924526,50.67538711096094,362.12349550695023,161.5582119347949,159.1732755528013,857.7299104858555,652.9872314037285,52.90952711910541,550.4514522948923,100
757.5089397940351,747.341392653889,98.42516819344738,461.6473529387274,363.67704314625496,965.4362212535829,561.7372643508718,824.2398471689053,463.4546837543089,239.05532431534093,886.5837453946108,653.380036198882,52.51248101514498,353.72806058509246,158.26258127668635,149.29667355944653,862.7244644673191,650.0667901323106,47.5895658240158,552.5959446120384,100
745.1002007749422,751.2525867136827,173.33362985006661,322.9583206805485,367.433382894601,971.0369823666102,554.9416557839969,192.70863954300077,454.7120550229616,250.1211978622036,346.7123173568431,636.7627556795892,53.16666261621145,349.7250829760719,151.64673662247037,151.22415829137682,845.8595803350776,641.9843040305649,61.99039808119907,540.4665081595954,100
745.6924259838546,746.6745051932335,857.5007522535967,621.362170031733,356.08254169138263,966.5944833618535,549.7520777784528,952.7099436703393,458.0148127987964,236.34667247571744,56.47613426976861,642.3415691454359,46.702476060040894,361.595019059918,157.63831151842862,151.67366129290355,854.4695880944926,644.3063089988859,61.292765334235085,537.13123828675,100
764.2761508716407,760.7412272340775,252.5648057370592,441.52079295665305,347.6434204635524,962.7809638341847,540.1063907513579,657.8353893795409,460.6945550100407,248.54921035129354,541.728036257264,646.9767240328292,51.13357715611164,351.74074126733484,160.62813391426306,153.39624683110026,844.4367506375527,640.4311276253458,50.423051504987484,536.6418045582336,100
766.2966763082801,762.7863702052623,722.1199457555108,757.671547085839,363.12394250101335,968.8223667509972,559.0593887612678,98.4899580778421,469.5578409320332,242.00238827132353,645.328068885358,659.0989757494834,31.812751048450895,358.3264985769833,153.16471274646506,148.3721533151161,858.6680573924157,643.5010227839165,53.788066220303826,541.9630753408153,100
752.153515653179,757.5381883812654,764.7616975268868,93.08511095677474,366.32119052269746,977.0115844733458,557.5795739288484,115.42177681568877,464.1632951859006,253.4497103005293,289.8958030734895,640.6596357160067,59.13411924903638,357.3612623516344,155.5876125360558,144.62916425926088,849.2549148037527,634.2797372654743,53.607101981519016,541.7617397208036,100
