@relation glass
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute class {0,1,2,3,4,5}
@data
0.362655,0.535267,0.0,0.705246,0.695953,0.01237,0.318986,0.185007,0.09631,4
0.529479,0.454686,0.769156,0.425544,0.793505,0.097211,0.23253,0.0,0.0,3
0.46203,0.356455,0.834292,0.234521,0.83674,0.087219,0.262795,0.0,0.232821,3
0.919403,0.634166,0.613696,1.0,0.718643,0.272907,0.059723,0.700975,0.0,5
0.617952,0.434343,0.79439,0.159704,0.626812,0.018889,0.433581,0.0,0.058827,0
0.457262,0.280289,0.772681,0.338674,0.882034,0.08876,0.277051,0.0,0.0,0
0.396365,0.678159,0.0,0.467089,0.625202,0.0,0.285113,0.419539,0.0,4
0.448412,0.360265,0.781727,0.371581,0.871814,0.112157,0.219734,0.0,0.0,3
0.640769,0.513691,0.854306,0.130172,0.597617,0.02683,0.396799,0.0,0.0,0
0.538298,0.446219,0.879743,0.266686,0.777387,0.090947,0.247083,0.0,0.0,3
0.418806,0.03328,0.0,0.140033,0.462815,0.0,0.816973,0.0,0.0,3
0.426506,0.006813,0.373387,0.374933,0.816594,0.089842,0.548543,0.0,0.0,5
0.559284,0.378925,0.801516,0.231243,0.758191,0.100524,0.337225,0.0,0.293496,3
0.435323,0.397249,0.756698,0.338327,0.855261,0.094912,0.215319,0.0,0.0,3
0.527227,0.428473,0.782348,0.395523,0.802738,0.106609,0.243332,0.0,0.0,3
0.495555,0.438735,0.749682,0.277775,0.791251,0.092286,0.260617,0.0,0.0,1
