@relation glass
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute class {0,4,3,1,5,2}
@data
0.467651,0.321584,0.76888,0.24663,0.838799,0.099737,0.29834,0.0,0.0,999
0.519133,0.404464,0.768012,0.334978,0.801622,0.092369,0.271238,0.0,0.0,999
0.362655,0.535267,0.0,0.705246,0.695953,0.01237,0.318986,0.185007,0.09631,999
0.562075,0.409806,0.864021,0.303551,0.780486,0.086439,0.275085,0.0,0.548182,999
0.49386,0.427778,0.789174,0.358414,0.79925,0.07037,0.250494,0.0,0.0,999
0.402394,0.208305,0.71002,0.256641,0.915953,0.096087,0.30562,0.0,0.463346,999
0.623678,0.563788,0.835736,0.087764,0.572773,0.017344,0.387784,0.0,0.0,999
0.483035,0.353694,0.651071,0.339537,0.826517,0.093621,0.301137,0.042848,0.0,999
0.585827,0.384837,0.808408,0.174263,0.691666,0.029852,0.402815,0.0,0.332732,999
0.572674,0.365964,0.82907,0.246656,0.7759,0.100644,0.32277,0.0,0.430973,999
0.491406,0.43049,0.805946,0.268333,0.793941,0.08904,0.255114,0.0,0.214055,999
0.599249,0.354126,0.35723,0.56598,0.753377,0.119625,0.390796,0.074096,1.0,999
0.419383,0.392626,0.764496,0.34967,0.846275,0.05905,0.229676,0.0,0.0,999
0.487654,0.333677,0.775696,0.48082,0.878211,0.107866,0.228585,0.0,0.0,999
0.385864,0.610039,0.0,0.498986,0.687237,0.0,0.270773,0.47673,0.134995,999
0.486342,0.402825,0.779513,0.354946,0.82727,0.087477,0.239769,0.0,0.0,999
0.499565,0.423993,0.778626,0.313808,0.795349,0.087625,0.26179,0.0,0.0,999
0.583325,0.437853,0.741143,0.376413,0.729836,0.088152,0.326315,0.0,0.0,999
0.544096,0.451739,0.799254,0.37537,0.789358,0.103659,0.237397,0.0,0.0,999
0.471491,0.325208,0.794348,0.396408,0.87933,0.099901,0.236532,0.0,0.505573,999
0.492574,0.251394,0.599112,0.399881,0.861116,0.109377,0.341942,0.0,0.0,999
0.467565,0.33382,0.771736,0.342347,0.867527,0.106062,0.250372,0.018356,0.485746,999
0.535383,0.59436,0.684662,0.538022,0.752942,0.172901,0.151727,0.0,0.0,3
0.489898,0.364697,0.788884,0.373195,0.855724,0.095356,0.234874,0.0,0.0,999
0.44063,0.39666,0.732935,0.350444,0.832519,0.060711,0.248036,0.0,0.0,999
0.509619,0.474716,0.779866,0.137013,0.720806,0.025005,0.311403,0.04598,0.467235,999
0.523922,0.405848,0.81485,0.299291,0.811083,0.089292,0.2527,0.0,0.0,999
0.488886,0.375983,0.768187,0.295053,0.820498,0.093687,0.274638,0.0,0.0,999
0.529304,0.399033,0.810836,0.256592,0.796349,0.084405,0.278129,0.0,0.0,999
0.495895,0.397126,0.79915,0.232416,0.809315,0.089019,0.267564,0.027569,0.330733,3
0.448841,0.372455,0.788361,0.365651,0.867934,0.104374,0.213478,0.0,0.0,999
0.433603,0.588811,0.0,0.727672,0.616454,0.0,0.357804,0.164724,0.0,999
0.611782,0.502339,0.797226,0.250258,0.644427,0.014178,0.364242,0.0,0.0,999
0.555772,0.445862,0.861,0.312192,0.768429,0.080078,0.259859,0.0,0.0,999
0.511192,0.468582,0.797754,0.244695,0.730343,0.021886,0.299932,0.0,0.0,999
0.484019,0.41453,0.760139,0.274514,0.788287,0.087528,0.282622,0.0,0.0,999
0.62947,0.594943,0.848993,0.054587,0.554525,0.017343,0.380417,0.0,0.0,999
0.559207,0.408891,0.736888,0.297096,0.743897,0.094188,0.337662,0.0,0.215108,999
1.0,0.037905,0.0,0.562778,0.482497,0.093874,0.752231,1.0,0.564538,999
0.571032,0.381863,0.807348,0.173921,0.695175,0.029813,0.401643,0.0,0.332295,999
0.516975,0.619801,0.49414,0.397632,0.603941,0.0,0.345926,0.0,0.0,999
0.534462,0.449411,0.845858,0.290346,0.775689,0.089302,0.251876,0.0,0.273233,999
