@relation vowel
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute class {10,999,1,0,3,2,5,4,7,6,9,8}
@data
0.502294,0.714795,0.25528,0.66836,0.17439,0.61857,0.263739,0.482602,0.561619,0.147938,999
0.410087,0.731071,0.454193,0.673903,0.001706,0.517212,0.635383,0.353499,0.687411,0.31305,4
0.33102,0.717605,0.483858,0.592658,0.024914,0.540445,0.566747,0.323376,0.672744,0.327633,999
0.340064,0.748563,0.596315,0.600984,0.014818,0.503587,0.583351,0.520868,0.695468,0.35348,6
0.227146,0.671762,0.482501,0.50763,0.348603,0.692216,0.331459,0.645347,0.548469,0.332899,8
0.282307,0.618924,0.380561,0.739666,0.534818,0.670903,0.344032,0.587981,0.609799,0.206321,9
0.197774,0.356802,0.547808,0.804644,0.457891,0.748755,0.370613,0.554761,0.360922,0.195058,0
0.246661,0.376594,0.466758,0.74125,0.444296,0.830532,0.346139,0.63304,0.34879,0.348479,1
0.496292,0.528308,0.178595,0.374623,0.270402,0.829236,0.220604,0.663803,0.252614,0.45529,2
0.461368,0.724513,0.236685,0.670063,0.192885,0.547515,0.366453,0.402118,0.636674,0.150757,3
0.361674,0.72911,0.492543,0.580185,0.009685,0.560333,0.575432,0.321415,0.677105,0.295481,5
0.297059,0.725571,0.612433,0.633548,0.020127,0.436444,0.589599,0.496947,0.706953,0.385797,6
0.2055,0.659746,0.413086,0.492634,0.348541,0.663791,0.443891,0.54617,0.703232,0.280835,8
0.280525,0.616972,0.376093,0.748594,0.52943,0.66764,0.348714,0.59829,0.57562,0.239635,9
0.194842,0.349573,0.537931,0.828086,0.46556,0.727505,0.368758,0.563955,0.396403,0.185943,0
0.237978,0.37322,0.429589,0.705319,0.42777,0.848899,0.40751,0.631173,0.433226,0.3083,1
0.285268,0.676536,0.715597,0.717051,0.051798,0.412213,0.390295,0.64431,0.734013,0.397244,7
0.268757,0.618216,0.383292,0.736656,0.530596,0.681646,0.330855,0.586876,0.548106,0.306337,9
0.353724,0.643778,0.38388,0.569249,0.230607,0.691925,0.26454,0.704395,0.527113,0.195881,10
0.192334,0.344017,0.519264,0.825457,0.464854,0.730516,0.395622,0.563533,0.423014,0.181505,0
0.256144,0.361935,0.397126,0.665905,0.408532,0.879655,0.407972,0.658698,0.474799,0.353358,1
0.394866,0.745665,0.380497,0.619538,0.163972,0.630317,0.384483,0.457575,0.590852,0.222758,4
0.248565,0.699072,0.587435,0.618846,0.045635,0.373462,0.661266,0.492176,0.720649,0.428145,6
0.266414,0.614793,0.330427,0.747476,0.549637,0.634381,0.417167,0.519515,0.649693,0.243641,999
0.3987,0.655955,0.344718,0.543605,0.220466,0.716993,0.266101,0.725579,0.493126,0.261595,999
0.190503,0.341585,0.499,0.815979,0.469602,0.731541,0.440124,0.545484,0.446653,0.150222,0
0.249909,0.687556,0.704341,0.638361,0.045917,0.411175,0.472305,0.595653,0.740442,0.383023,7
0.219926,0.562975,0.392647,0.527674,0.306395,0.704816,0.360591,0.734525,0.646946,0.406701,999
0.400077,0.647436,0.335988,0.54513,0.168211,0.683428,0.274941,0.737148,0.542069,0.249731,999
0.240276,0.391033,0.387951,0.612478,0.400874,0.874031,0.4089,0.625265,0.414696,0.397424,1
0.468555,0.695711,0.237714,0.718821,0.250489,0.581247,0.261502,0.52009,0.495678,0.171249,3
0.271688,0.690142,0.392449,0.616717,0.292543,0.635914,0.359564,0.407769,0.523967,0.259377,4
0.23901,0.686771,0.701718,0.599008,0.036056,0.404635,0.518509,0.596776,0.730794,0.385349,7
0.239789,0.531755,0.396184,0.558519,0.328218,0.738195,0.35692,0.778024,0.513072,0.471298,999
0.284169,0.607578,0.341516,0.723988,0.528834,0.637481,0.344617,0.616845,0.566337,0.173185,9
0.37827,0.635203,0.352503,0.571534,0.179348,0.665202,0.266941,0.721768,0.549168,0.189189,10
0.43067,0.763365,0.105274,0.486692,0.462282,0.291614,0.502679,0.540306,0.509556,0.218387,3
0.334181,0.864649,0.692002,0.354927,0.164425,0.38097,0.443944,0.500059,0.767626,0.310718,4
0.150088,0.706857,0.82223,0.292553,0.394576,0.283255,0.435685,0.271887,1.0,0.479004,999
0.399184,0.923787,0.457971,0.224842,0.46807,0.202798,0.529337,0.576289,0.748556,0.386706,6
0.292163,0.853753,0.79596,0.210947,0.257515,0.305631,0.56883,0.574911,0.574009,0.65237,7
0.207027,0.792147,0.727811,0.412451,0.288736,0.430255,0.510909,0.461247,0.737118,0.706799,8
0.060141,0.64656,0.709824,0.252212,0.400463,0.598959,0.50521,0.374896,0.632262,0.407993,10
0.044444,0.313539,0.86541,0.507927,0.764371,0.60494,0.709102,0.422683,0.361445,0.256324,999
0.44221,0.302193,0.244403,0.174367,0.366559,0.898067,0.853404,0.802171,0.746888,0.37315,1
0.264914,0.478057,0.22403,0.137033,0.529322,0.702007,0.581522,0.72521,0.458486,0.249401,2
0.389701,0.901921,0.629288,0.322182,0.199894,0.430827,0.43427,0.549051,0.689412,0.281,4
0.369393,0.894102,0.527809,0.322281,0.329991,0.26701,0.398839,0.537277,0.879538,0.349439,6
0.331255,0.878199,0.762452,0.176191,0.271518,0.33897,0.611423,0.594451,0.548454,0.616219,7
0.186768,0.800335,0.73069,0.337869,0.32386,0.404135,0.513796,0.482498,0.679175,0.668051,8
0.121544,0.69054,0.697042,0.488976,0.336586,0.598734,0.520207,0.411322,0.686497,0.544566,9
0.044617,0.350775,0.887002,0.565662,0.712929,0.591371,0.681792,0.346665,0.354584,0.274279,0
0.381801,0.303498,0.281354,0.220625,0.44913,0.927782,0.798198,0.769514,0.668622,0.293589,1
0.203607,0.425055,0.268723,0.203416,0.485768,0.74375,0.562169,0.651657,0.420074,0.254673,2
0.393145,0.90391,0.568412,0.307425,0.257826,0.362164,0.397585,0.533366,0.855106,0.363424,6
0.364501,0.895381,0.718683,0.181457,0.279877,0.354189,0.682806,0.606255,0.522748,0.58185,999
0.169629,0.773691,0.7757,0.381326,0.260415,0.381177,0.519462,0.468372,0.626521,0.656057,8
0.152994,0.673781,0.693759,0.204113,0.354638,0.68787,0.647935,0.338655,0.462644,0.452669,10
0.054881,0.327159,0.936375,0.611533,0.687493,0.53708,0.612025,0.334758,0.275749,0.308496,0
0.365991,0.278542,0.300359,0.260965,0.44545,0.945182,0.750273,0.783423,0.614826,0.320157,999
0.401605,0.775338,0.12836,0.323635,0.467174,0.39632,0.466636,0.476261,0.580933,0.214529,3
0.435047,0.927984,0.546492,0.308036,0.240521,0.439212,0.457635,0.525172,0.638902,0.239185,999
0.365492,0.894501,0.617925,0.326622,0.253,0.335305,0.410307,0.50869,0.878473,0.435601,6
0.324977,0.864355,0.777893,0.207922,0.256716,0.286573,0.650954,0.633829,0.513499,0.591907,7
0.2192,0.795128,0.783069,0.448204,0.20112,0.405732,0.522703,0.458492,0.6254,0.605107,8
0.122078,0.720152,0.715101,0.48892,0.343706,0.522518,0.540431,0.387601,0.681238,0.55039,9
0.20313,0.706542,0.600258,0.249184,0.368049,0.726203,0.491519,0.367181,0.601046,0.234013,10
0.056802,0.262581,0.935245,0.643746,0.694923,0.473027,0.534591,0.351255,0.223702,0.325795,0
0.328687,0.303116,0.329721,0.314801,0.553845,0.938582,0.690076,0.778785,0.580012,0.257271,1
0.381494,0.764536,0.124189,0.289308,0.507642,0.415413,0.453587,0.4459,0.560045,0.266963,3
0.484118,0.934938,0.451583,0.270918,0.298779,0.490082,0.475234,0.467073,0.606255,0.185991,4
0.325228,0.873595,0.81156,0.235367,0.271299,0.245102,0.579187,0.608458,0.55394,0.645504,7
0.259633,0.835282,0.750406,0.422378,0.226227,0.435348,0.617361,0.431366,0.663055,0.509636,999
0.132955,0.763497,0.705946,0.426152,0.394948,0.469466,0.550215,0.421779,0.614867,0.584285,9
0.145456,0.684472,0.658762,0.280698,0.355484,0.666514,0.451168,0.377644,0.624493,0.233832,10
0.254739,0.336793,0.410639,0.432196,0.677963,0.899053,0.669902,0.710051,0.591397,0.197817,1
0.289304,0.414562,0.28302,0.007247,0.318577,0.731064,0.604678,0.792885,0.52034,0.39328,2
0.466358,0.933074,0.409057,0.242256,0.35685,0.379206,0.579709,0.42655,0.626006,0.173489,4
0.21432,0.793748,0.630724,0.270038,0.379199,0.333656,0.397945,0.487619,0.926375,0.328966,5
0.386361,0.912791,0.580844,0.269276,0.310017,0.270846,0.508259,0.480983,0.887364,0.35536,6
0.36777,0.905033,0.784757,0.206831,0.293178,0.269413,0.548334,0.602251,0.586067,0.67882,999
0.282523,0.868958,0.612652,0.322477,0.364587,0.506561,0.617666,0.439339,0.666638,0.474671,8
0.163775,0.78539,0.697175,0.347813,0.395737,0.492715,0.569435,0.466422,0.4931,0.561202,9
0.115713,0.708492,0.585087,0.240886,0.531509,0.515675,0.413871,0.48433,0.668609,0.214163,10
0.964433,0.22531,0.00457,0.586225,0.404898,0.932899,0.6045,0.734979,0.134654,0.198887,999
0.474601,0.774646,0.632489,0.790148,0.148451,0.408623,0.336725,0.838895,0.570755,0.554439,4
0.519596,0.77739,0.672189,0.78603,0.103082,0.327535,0.308161,0.856043,0.603423,0.64728,999
0.425252,0.858038,0.664475,0.669271,0.199204,0.207464,0.337909,0.71443,0.659478,0.441146,999
0.215367,0.693943,0.55709,0.571306,0.249359,0.454874,0.698089,0.479765,0.939705,0.518815,9
0.369763,0.659282,0.470383,0.748812,0.251508,0.650908,0.412919,0.786306,0.551962,0.292135,999
0.937522,0.217111,0.032676,0.6264,0.434076,0.944645,0.58947,0.691034,0.08381,0.257719,0
0.97232,0.418705,0.033589,0.448922,0.289605,0.971662,0.503615,0.933022,0.327822,0.487804,999
0.634603,0.760708,0.337839,0.773866,0.186358,0.666613,0.413935,0.778437,0.445658,0.476359,3
0.528616,0.78184,0.575635,0.796244,0.166467,0.493755,0.386523,0.85043,0.450557,0.540195,5
0.469853,0.742484,0.680521,0.835098,0.15148,0.300356,0.272512,0.826245,0.635051,0.682658,6
0.417779,0.866027,0.659452,0.660608,0.181126,0.22485,0.400644,0.666179,0.690394,0.439788,7
0.345094,0.593004,0.470686,0.827596,0.248923,0.621001,0.329612,0.770358,0.649074,0.296039,10
0.665016,0.756639,0.328911,0.794539,0.1569,0.647744,0.377378,0.791506,0.478893,0.498244,999
0.53139,0.756116,0.648918,0.846081,0.131803,0.387397,0.272376,0.862634,0.588952,0.614229,4
0.543435,0.780797,0.558038,0.808968,0.151939,0.47182,0.386586,0.851887,0.487528,0.598285,5
0.411369,0.861619,0.651181,0.662976,0.148336,0.24464,0.502301,0.618568,0.708165,0.432793,999
0.262634,0.619868,0.559041,0.936357,0.235918,0.371835,0.484575,0.56802,0.724082,0.468968,8
0.16652,0.702316,0.648134,0.660576,0.339216,0.352664,0.653562,0.39744,0.871742,0.521915,9
0.89033,0.211414,0.078102,0.664333,0.450994,0.952888,0.643008,0.695098,0.108207,0.2057,0
0.988656,0.420182,0.053389,0.467096,0.269384,0.955575,0.506512,0.988424,0.346261,0.509252,999
0.667034,0.763963,0.326693,0.812881,0.157633,0.639733,0.40307,0.768804,0.527363,0.54928,3
0.551205,0.746678,0.652388,0.881235,0.1517,0.371076,0.229352,0.857532,0.596265,0.668636,4
0.576131,0.75456,0.525501,0.872631,0.136863,0.482581,0.352095,0.837824,0.500408,0.612039,5
0.45145,0.645827,0.652332,0.951154,0.202283,0.307877,0.214897,0.821552,0.656594,0.729037,999
0.292105,0.642929,0.576262,0.849019,0.208005,0.495231,0.437175,0.629139,0.766723,0.280786,8
0.169969,0.701586,0.658701,0.687271,0.369715,0.348678,0.630372,0.375265,0.874422,0.561837,9
0.409866,0.602019,0.423695,0.767506,0.182366,0.658717,0.364252,0.754681,0.715235,0.163407,999
0.903658,0.2111,0.075961,0.621839,0.430439,0.958144,0.654756,0.749242,0.125397,0.20506,0
0.929639,0.390597,0.070134,0.535609,0.352794,0.967373,0.497402,1.0,0.376746,0.470034,1
