@relation D25
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute dim20 real
@attribute dim21 real
@attribute dim22 real
@attribute dim23 real
@attribute dim24 real
@attribute class {100,701,101,201,200,601,501,401,300,301,302,-1}
@data
443.5940253880101,666.279746365991,550.77029809035,156.24174495156177,45.23548873011352,859.5278845359285,35.794604734462276,250.11525185964328,55.270797657437726,348.092036587281,784.4685577637036,843.6317042136805,50.9043694361083,947.6126247764115,259.10517423706085,756.2660350934818,66.89079979502065,151.4097656195953,356.10956471948793,542.7404922951421,754.9670525573766,855.9430085638907,244.2174766635262,142.775479381333,842.8786113518415,100
451.0432857507039,131.19648328425703,540.7890113530347,149.7784525262597,49.47841601163178,870.2106493782,898.2549268769449,242.91145979541855,54.54440691353252,355.13870687977504,570.0513081822587,850.0890751058233,45.16408696949294,951.232488771508,261.64192813173173,750.181350568692,210.17316729320677,157.6975027553442,912.1223729414509,541.1410922599803,749.8546991371217,862.0492875744103,248.24225822208092,135.72271090589044,837.9772969589432,100
432.5086170809401,187.81985304123305,565.32427825126,146.74815119872835,55.333359462635336,850.8051706787494,227.06645523413482,244.10714274657562,56.66027447611138,355.07239390986246,278.0965102471331,850.7555176862834,35.775243784809916,952.3280810270121,252.5528489508043,748.3948692591052,914.018769011805,156.43030022124412,591.9294940575961,537.4625314034694,757.2605586186376,842.6675480849293,254.7643080273202,135.21394847899745,848.78394811191,100
438.43840138999593,476.81875355555127,558.6294694661078,158.72147298770295,56.175425639484054,870.9093080838284,223.03687457376077,245.99208940103398,59.52857027813319,338.8773616718569,535.7702139926613,841.5818016009346,66.54882923528542,949.0524889960943,252.74425614451525,748.6286843754751,194.2353629628517,149.96937373869423,467.8853164752186,538.5326422140676,764.8006350500636,868.0818835343077,247.71696000659588,145.42627057356654,846.0607061027035,100
447.71675751665106,916.4523699710263,554.1786236680377,155.87005681174563,53.149062652475834,881.7053650951158,824.9845117472141,237.93285075129128,63.58441808758326,358.53663176065754,944.319125372375,853.6876922227578,54.862915365299074,957.6862595735741,260.21654213229755,751.301244105215,995.9070382768831,152.84979797358415,649.5391057222226,536.7054056530575,753.0701282842297,866.7419578180042,252.6788137327711,143.58827223582577,850.7058553722803,100
449.2152512721292,500.89793231904866,545.6819271685998,144.7831805897938,54.17057485506292,860.1983359749164,45.610478934198895,248.23247138323498,48.87187307448235,352.8423707187101,843.2868542379811,853.0606024648264,40.33848138785636,960.779798834317,263.6933721112872,744.6112125775624,163.6454966301072,152.1689343118824,655.1978897693743,534.3395321872171,743.9578516996656,850.7971834960669,251.11154209623743,143.40147252774744,848.0103408410333,100
437.6678848050708,725.2587039361855,559.0787310162158,155.6708325491799,49.79253706663432,864.076000235757,452.81005896816185,241.05631459312102,49.42094141396546,344.93664072083135,140.54579301616155,849.5723626925324,60.29190887027883,944.362043647571,254.79886108097926,761.9081040355784,565.7780209835406,160.04522453251022,467.75693333579096,536.1250454901391,761.0800594028753,859.0321271088886,236.90025726028443,135.4692515982112,850.1236363486646,100
447.3513926710019,418.32419776646736,545.8790436617959,145.31894736404098,58.392541439912584,871.5368326906449,917.4955522037191,250.7915712881192,49.832828433850146,345.90221456005935,654.1652338861919,843.2391590746317,50.16650692294892,942.8766030390893,254.165805841595,751.2383695592727,420.1600505981216,151.8215501660974,322.4709465303561,531.5600729912326,741.2237713202912,869.0464116185871,239.84193347593808,133.3002498521926,845.5087770088736,100
435.3444010521479,774.480843148786,555.797097052357,149.1945387737868,59.2452450241659,849.0029195081445,897.6884579433815,255.59540889038863,46.926899041363555,339.15648406986685,513.7406031470731,848.6642627333223,48.62721220053874,947.5038135011923,247.75145588898837,744.4492110567141,483.3509314796768,149.79675529896977,475.65690678416007,532.695206381539,754.5876474278023,853.0561359070991,247.34427664409384,147.22198613310016,845.4173424600862,100
451.13375755287984,680.9416148298565,541.3117552486691,162.84780502097664,45.90433135054643,854.2937435391921,389.16344404892425,253.87385534613034,48.010339611220196,340.8795402670523,828.9849826818202,848.4401430367146,51.60081176100044,940.688564536002,254.7277110753962,751.2577679292364,772.9895637192036,149.5410183076192,377.5488050115587,549.4672447545746,747.0494394307991,856.7570251736165,249.20851314986155,141.83631754155167,849.0705074424632,100
456.2126548930647,294.1240269639569,549.9165409339321,144.7426633527854,51.79629228992253,877.0137870991457,768.4620291149424,236.81529261605976,51.95173835955215,343.8089133257951,582.5194022361002,844.0266061299361,37.04990829996037,956.2094812855598,269.25135324245764,745.8755685989901,296.9802026847684,164.06133244461077,842.9634385826264,546.8998818611038,745.4719083790986,870.2722749569879,246.17725107277448,127.91358272710052,843.5103093544017,100
439.34052616715854,127.54719101282797,539.5066177116556,157.87078346028238,53.61216393706242,846.0630468782166,459.5695209813374,246.51767099380794,42.35573193539509,328.65566831072937,321.2089252772201,841.2813341771288,59.423026976651336,944.6573487287053,256.0868638926427,752.3695834186956,316.0053464706233,152.488527142902,552.0482771329317,536.330173710817,759.94854424074,864.7041525687018,248.40344426745273,137.82862349514508,842.9664169910479,100
443.11216403632477,768.2300921581631,561.3751294841402,142.79602913715217,58.43391985994123,840.8979889011224,767.3941149251092,244.84089146674984,51.27264845660067,362.3938064332281,971.5846903148271,859.5415978105425,26.727786717226778,962.8163381426243,260.4938551959281,755.526031204906,669.7847013495666,151.15587101071443,179.51865157221235,532.1911037922725,746.7520129596372,830.6625352526606,262.5635125327527,129.99315126182628,851.9260558216267,100
450.68417539777494,972.5242585185235,552.964621179288,150.27479274963272,55.850372762021884,886.5328507729217,544.5124516121215,222.57346660788912,44.16569390819592,350.30977129745264,272.88280002362643,850.3178896315809,31.7907283343738,951.5962512368753,263.26686630013216,750.6334417366772,449.12894911102586,167.10005750949443,884.6774408613376,541.855680574699,751.6297036664432,878.1098502653457,236.75096716283534,120.59286729019156,846.8119603188383,100
438.1003644200143,751.8731158449029,578.8804689778161,147.28396619313102,46.089560479052636,863.6778140881936,800.7692969130323,249.4081513736198,60.57699263512863,346.7128701405575,491.1491892597422,859.2774420246055,47.938398189288094,951.81886131262,251.45549927375595,755.3549820112007,719.861375767021,162.08536873941534,728.9614858364745,528.1839234654667,752.9708162620974,851.4684461722247,245.66815890798298,143.04360207134513,855.6161919441892,100
452.7475419722887,459.05454669593524,558.9683885917702,139.1445201335158,46.95745301199156,869.1076952279677,658.3570283940417,263.1990230285174,52.260412520030215,364.00773306306974,988.6227846587167,858.8448606852282,34.55012774988132,957.638816253162,255.1387455403713,739.2484424783773,454.1502013977654,159.7707828910848,520.922114076662,538.2507515601263,750.2099804734787,866.9968794213507,246.74846419137722,155.01727697622087,844.5857527512029,100
457.6016698021887,589.0853628057313,529.4989345296708,146.73910304418297,40.53987691159681,860.9337948576169,276.19861419456083,250.4895598674161,57.66229676045617,361.76208092040105,290.1667394044541,853.5137603974375,41.29699784707409,948.662445269118,253.03484286341447,742.983950278843,470.35416768991445,163.16307796178214,1.5526213296914726,544.863198822692,755.2378404813252,853.2844051293192,247.56033350670197,126.4874162793503,839.1723952235661,100
444.579688017001,600.130005454786,582.0075473534341,142.93910215008523,49.10928142365841,857.4494246980292,227.27577149374721,243.98741300295825,56.259462584483074,350.4171824318035,79.03894887901086,852.2775334540283,41.391380060176424,946.225651310032,245.9560691117839,751.3908788313568,955.0614254361525,158.41053253059175,796.5214627329007,531.5172400372603,745.3050985609382,860.360073310518,241.12505673493362,136.2453203058153,860.5109757726804,100
445.84352051903727,210.1906689204328,574.5276467865799,137.92679636546484,42.28253746395807,861.103267162812,670.8977334702955,245.0305972962698,54.16603039049962,345.36171827126105,145.77621331799995,850.9015790742645,39.77247970825815,956.6239005262062,255.10945934034007,746.6023641963914,416.9392546301585,156.2728294046211,358.77748794184237,518.4708759778836,753.9453735290718,854.279791603852,252.7015623103005,141.43123636202125,859.2045466781088,100
433.26607503500156,139.21011163768625,579.9736741833705,152.2789693838321,44.50734016315185,865.6774426274096,253.68307252939937,254.2161380002452,65.26059361035533,345.2217282218563,896.8905022318128,850.9883005760064,45.694882048188845,942.5504736474958,262.07276699583446,761.8700304896847,11.92165441351911,155.96990936842977,19.494165971889355,522.418427227491,758.5009248807978,850.5591336238645,240.6567338823011,148.28642544552568,862.4728008504424,100
429.35952095698093,189.3599716740596,548.3157897577264,157.31263360242693,42.40611674318654,853.1893152858153,516.5217299244136,252.5472098391955,58.29118831911502,337.3975148206146,741.2677770498203,859.3500501435968,50.546112522967015,956.966401033256,257.0910028361578,765.8981512823851,692.8772672950788,169.52828714568832,592.5715336819363,525.9004328367054,759.9938891034965,864.2892733782926,239.64627401318344,126.64033655478487,846.1869995617355,100
432.416115458254,608.804867540381,563.8669338135978,150.2429050877924,53.16567023756394,858.8664100980346,758.0300599593996,232.99791955535485,55.10791130920567,343.1178382516683,143.53112310080684,847.054872538066,65.65828328285349,952.1981180827588,261.5135976893203,761.253733544686,746.0342686407779,167.58807313653836,908.7918986842737,532.1727264363177,764.0559884615891,864.0318720958467,242.87257751468596,142.98219532357814,855.2676186992317,100
433.942829412172,572.6446753057528,580.2959548870875,151.08609998932175,53.88545628993663,863.055023216126,480.61272552448673,250.7526713382723,56.72362992462689,348.23776351305196,528.8245584229362,867.7971734213872,45.62327512772264,954.1335601381603,255.2285179487903,758.4640874383101,90.25790715833004,173.18870577554603,613.8644531603154,521.3709373544041,763.2610134522884,849.0838806218484,254.28170504175577,143.3836217252277,849.8498288560542,100
442.7500191660583,590.4883830370618,564.3607453226987,154.15895224545406,47.97253820919284,893.6448235793698,155.36641627311465,212.58883039218392,46.60824664119731,340.0614471932761,849.3540119451255,855.6542157022736,37.0795611737533,960.803443591573,257.23998930397147,755.7967750376165,927.192708741368,176.97270342540435,838.2978251647072,534.157877732716,744.0178495211186,870.9468513017448,240.25376081427675,110.06574572980638,846.0863084225335,100
425.60747988005755,502.3333763151019,530.5425418978876,164.34144145954008,41.13762072207385,847.7194760455086,117.39753506514494,264.4473723152448,54.060912725466665,344.25947584862854,224.10166440676505,849.9524009607192,34.28333397878651,948.0663757950559,255.7258151931977,756.632441437942,682.6704137529401,172.18174953124404,179.5789692316997,528.3082341756527,750.246505896239,862.0677222064735,240.62565601183178,116.0202040479444,839.5278163462502,100
444.1227961984416,208.48259630511023,547.7500736918794,149.09788565363343,45.51133300106334,862.9141184110656,488.5555864029175,266.2202505171558,60.53249446343941,367.75940373263563,592.4545145416546,866.9792647680005,39.830227204477524,949.1119221529796,251.51093790513863,749.8782068547044,524.9464357103312,154.05776778708926,950.0165220156042,533.7314170154832,741.3315148112398,864.0824527243187,242.2981992258307,151.05377944458172,851.3592957561817,100
450.21858111563466,737.8680671878105,514.9596192910899,150.75700407837908,33.172801408468295,856.7723485854208,709.4522270971372,261.7543322482679,62.738876144835125,348.4949631644389,486.7171828398872,846.9758755765326,54.02290119794289,943.627702351628,257.7836819439179,745.9092483333364,347.3799986667823,157.47952876117168,718.9226868403925,546.4892276221686,757.3302936285269,841.0910713468095,252.6018995399084,112.66286593334627,840.9138427384412,100
458.9722570280304,190.13864879435226,554.8810295760135,147.17940688504902,39.1371861285442,866.6974506491526,130.54907088699753,260.57984985312504,60.9854670940996,369.1577156291662,418.6544064968516,848.2820589363249,27.616858327903856,949.4401853101052,261.9443925019681,743.3622585650376,474.26864936839695,151.73733772033492,980.6462337455058,544.8212523285741,756.1907364553231,864.8578469188476,244.41921481465943,165.618281787404,851.5624236989484,100
457.88303539321015,780.5054968569417,519.4821638381748,143.78640219894447,34.17629309076141,841.2997765255292,991.383174201746,266.1417192559609,67.45594892031974,364.6203299268304,871.8633475332866,840.3626280969308,31.777672252722148,941.9454409212856,261.37461326987284,739.0525349261951,572.8305549455582,163.5428312923736,59.07438269885279,542.8020110444713,752.0854100367627,853.3749017182763,245.4505598620647,108.93847675349564,838.9136505072573,100
464.3634380206815,148.1354799616399,557.527966695568,152.35061889253817,47.952320112411634,865.9694003331564,448.0969181937737,257.7856089660432,53.86207530535405,366.89325246178146,923.1460543415286,840.6474933857666,34.06984095991299,943.1531038569241,268.3920346858192,747.806374098179,680.0440839901612,160.62589539940421,696.5138959048352,550.5961338003045,749.5228022684936,870.9418249385394,246.2837876912695,172.03949100972923,841.02259238918,100
461.15022516268436,29.688094473013017,550.1705972013855,150.49667659808622,44.05577040494239,871.4613458927438,832.0623781658701,237.75494768204345,58.58909260882974,352.1271154329864,555.328096496315,835.0444220305872,33.881243058846536,953.6565643006475,263.3148360766187,746.0775057719196,673.172839088635,161.7838225923563,997.2124044244998,549.1067838787882,739.3274873056149,864.356861085168,254.71664316511317,123.30800175818243,836.8805488424964,100
452.86460644226145,200.84855455454132,531.6881526943397,140.2352573348918,40.639045621763245,846.7307593816915,438.0770688155367,255.00569178081662,56.6712651841832,356.76347469399826,418.28123814494876,846.4085532689459,47.05773205628349,938.676220999505,259.3910260725947,746.0565520447154,922.8253106163205,160.81291030557864,184.42838878152844,545.1308271132971,745.8290625830059,868.3220551589462,255.37500033680104,124.11808641924893,833.8734307925491,100
464.0780510798767,952.2808903990733,549.0142899619755,152.93442287837146,45.89429822181029,886.8183642800458,25.047587722930366,245.97620267122227,55.95214198866206,337.85776898121225,422.9827495574364,838.4045689121232,45.20138252409712,960.6342666418985,265.0435043981058,745.4694000503537,721.6794941565765,170.38917724173322,834.5149935037487,546.5089245978437,742.4481795281943,875.9104728996929,243.76289712913604,118.58403259750673,850.4047621789326,100
447.01303160594074,916.5705741256485,518.2556768485497,157.82790488987735,35.637654098712225,869.5928159876795,863.1245969337405,254.33142208512876,65.60033867488208,332.04464341832545,441.9830325250924,839.5427847969695,49.37012976289095,951.269513811619,264.9369011516033,746.314783897006,527.5347474160444,160.2017180184739,348.2056368750991,540.2282871722259,762.8478244065335,838.9197449603321,246.12196817659395,98.18795141202094,845.0469578115576,100
457.77181078567145,284.5371428328636,512.6932433847576,145.78911631101445,40.731737607271306,857.2660136937778,966.427204991482,257.0985472763229,64.7915618965961,351.82543315242697,471.33868893042495,855.1982035827328,49.813558964054984,947.3807908216446,262.14748249660954,740.8688403972573,37.97576440885442,148.1873267554262,539.8805253092751,538.6617173766418,751.4313455781534,840.6305554706099,259.63162657683097,116.26858248101388,850.0840340539663,100
