@relation glass
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute class {0,1,2,3,4,5}
@data
51.91329999999999,40.4464,76.80120000000001,33.4978,80.1622,9.2369,27.1238,0.0,0.0,0
44.5962,46.3718,80.0347,10.6225,72.7184,0.9332999999999999,31.1253,0.0,0.0,1
36.2655,53.526700000000005,0.0,70.5246,69.59530000000001,1.237,31.8986,18.500700000000002,9.631,4
49.386,42.7778,78.9174,35.8414,79.925,7.037,25.0494,0.0,0.0,3
61.6706,41.7846,83.68809999999999,15.076899999999998,64.6261,2.0472,42.0304,0.0,0.0,0
62.367799999999995,56.3788,83.5736,8.776399999999999,57.2773,1.7344,38.778400000000005,0.0,0.0,1
53.5015,39.7489,76.3113,44.094,80.4271,9.4147,26.843099999999996,0.0,33.2296,1
52.947900000000004,45.468599999999995,76.9156,42.5544,79.3505,9.7211,23.253,0.0,0.0,3
42.9671,39.351,0.0,43.4855,60.577400000000004,7.2899,52.303900000000006,0.0,0.0,5
58.582699999999996,38.4837,80.8408,17.4263,69.1666,2.9852,40.2815,0.0,33.2732,0
57.2674,36.5964,82.907,24.665599999999998,77.59,10.0644,32.277,0.0,43.0973,3
49.1406,43.049,80.5946,26.833299999999998,79.3941,8.904,25.511400000000002,0.0,21.4055,0
59.9249,35.4126,35.723,56.598000000000006,75.3377,11.9625,39.0796,7.409599999999999,100.0,5
48.6342,40.2825,77.9513,35.4946,82.72699999999999,8.7477,23.9769,0.0,0.0,3
45.1995,33.3998,78.1576,40.1271,88.2554,10.1233,22.7693,0.0,0.0,3
58.332499999999996,43.7853,74.1143,37.6413,72.98360000000001,8.815199999999999,32.6315,0.0,0.0,1
0.0,100.0,0.0,1.0405,53.1241,0.0,8.5032,0.0,0.0,2
54.409600000000005,45.1739,79.9254,37.537,78.9358,10.3659,23.7397,0.0,0.0,3
47.1491,32.5208,79.43480000000001,39.6408,87.93299999999999,9.9901,23.6532,0.0,50.557300000000005,0
