@relation db_C10D75
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute dim20 real
@attribute dim21 real
@attribute dim22 real
@attribute dim23 real
@attribute dim24 real
@attribute dim25 real
@attribute dim26 real
@attribute dim27 real
@attribute dim28 real
@attribute dim29 real
@attribute dim30 real
@attribute dim31 real
@attribute dim32 real
@attribute dim33 real
@attribute dim34 real
@attribute dim35 real
@attribute dim36 real
@attribute dim37 real
@attribute dim38 real
@attribute dim39 real
@attribute dim40 real
@attribute dim41 real
@attribute dim42 real
@attribute dim43 real
@attribute dim44 real
@attribute dim45 real
@attribute dim46 real
@attribute dim47 real
@attribute dim48 real
@attribute dim49 real
@attribute dim50 real
@attribute dim51 real
@attribute dim52 real
@attribute dim53 real
@attribute dim54 real
@attribute dim55 real
@attribute dim56 real
@attribute dim57 real
@attribute dim58 real
@attribute dim59 real
@attribute dim60 real
@attribute dim61 real
@attribute dim62 real
@attribute dim63 real
@attribute dim64 real
@attribute dim65 real
@attribute dim66 real
@attribute dim67 real
@attribute dim68 real
@attribute dim69 real
@attribute dim70 real
@attribute dim71 real
@attribute dim72 real
@attribute dim73 real
@attribute dim74 real
@attribute class {100,101,201,200,202,501,401,701,601,300,301,302,-1}
@data
945.6433090272055,356.081813497787,242.66591606858645,638.4053454764725,655.1065725789323,560.0327065335299,848.723166178835,943.5822841142602,145.1277562430265,944.1049328302499,356.55322467184567,259.48074446609655,647.0510577410189,912.7728411384837,238.96181913894964,855.6230690685226,542.0374164055581,701.2960523373551,49.7150772488403,859.513036800412,49.0123270744693,948.2698516282426,646.1304898324881,456.9488686103478,554.3158336555931,441.79858350023966,644.7692012511366,145.36676878110075,260.3320624119735,44.163222687341914,141.7174185530568,714.9020966318681,749.2113984162239,942.4714184212461,994.3158699942827,844.2549158125515,848.4630394308383,238.5371049092904,744.6816933205504,843.1210678621334,756.9814969308567,52.11965858367017,859.8015293755428,52.67824855430048,740.7662560191916,57.0160351925551,342.5188120814658,652.5712851544258,415.2615206139674,89.89480835638474,796.5875962853614,648.8948383219644,261.1813702164433,845.6779754356768,47.13637930335067,68.28679862335608,263.94541857335884,958.5725541159226,555.4804576612942,152.6114391416868,154.07326549368324,445.30503546994834,47.38444487396514,251.54849485427934,846.4592930876975,153.85360547036203,240.34225399132748,857.7964425928589,240.32073468624404,651.7179311582586,247.5799595665357,354.1108255815191,590.2721310013537,445.5700622148811,554.9113885513822,100
938.9535969068223,365.09050222313743,231.23479156576886,628.306105587046,652.0541723580428,569.8139567580148,855.4500411873584,936.319045579032,151.3912013038704,941.4545452966083,361.7673222640283,247.75058421061098,644.1514587114438,8.574638009548163,939.6655736060851,847.6422017423025,535.235960504381,952.2922307760141,47.33064279227731,852.4595924580616,42.312584057959484,948.3843995589399,640.4562608390555,454.65986331220364,546.1524041459548,451.69911630848344,632.0057939785459,140.67684885757367,252.87101535029234,46.53467930288035,129.85733982233728,11.40607700214813,744.678150703918,936.9779230986552,89.20455730513422,840.6295372021116,378.2461971226073,249.0318151899566,750.4128852420316,833.3231859063635,747.5421343472497,51.556489176396326,869.0082947760867,391.51824742928574,747.6496764538809,68.96425252718349,331.1322195021768,655.3175754768502,415.3145831520706,525.2743117189984,167.1567174919123,645.9669665681984,253.17527527949508,857.8653186688396,37.34042582279463,388.65689370903766,828.5948936574015,957.5322010540026,552.3186836057413,163.03425896654758,146.08849325131723,444.3836140136501,44.19412857140548,249.35421684347253,852.0674070016637,158.2931564429464,252.36402572725336,914.3195625976197,552.3457481521672,649.4487354372279,258.82016710545275,358.5712975665661,149.2143301242753,441.0774622706657,566.0409758337262,100
934.360905540093,371.56104540086346,227.2169538425911,637.4980502337952,643.3985730953964,568.9334726242857,862.7513902859804,942.6808566466352,138.36488179447022,931.68259727937,350.9274828656404,250.00737075020544,649.4617184936096,778.6068821249374,113.35205043054586,840.5260734217638,528.0609550608671,559.9343518299162,42.16192243833376,857.4403595766832,33.842160020401586,953.6281009807537,650.4943885756937,449.83253796870673,551.8536932174633,447.86109951953154,629.2592022080734,152.88573207027198,245.346868511516,54.85477211658703,124.39695440164617,499.6019716213452,739.9043727276041,944.9524148758637,300.98674366287815,829.6318418157946,596.1047218779563,257.3786305794876,740.7086271420774,840.5040754539252,756.3286402851203,43.25077769654196,866.6657752476045,499.67924365377047,755.0054747550425,77.26305369742454,324.98085816423236,665.3032035749254,406.0323941020414,124.19876845183065,583.927424771664,643.3399511443065,261.45177469882,858.7330177622515,43.241601336495656,600.8044878810308,367.499719674768,960.282623818689,559.3347839279412,156.3322557462988,150.98697315199374,448.69523258109035,47.54379059882257,240.20598711780687,859.7922202184701,143.92240346240135,246.11298164252665,605.7424088017628,67.29868649798377,658.0060457669119,261.55816878849106,348.5015442788969,937.9239122729266,433.7654594603935,557.3040026356533,100
936.5020851398866,358.53132653032173,225.10949776274515,620.2546251041986,655.7327337102371,579.9987910537134,850.292384981134,942.790366220187,159.0761149643708,954.3520586505524,358.23258852508775,244.4527569998466,639.2457568256777,818.3692153147709,621.4551215868266,854.6327525896826,539.0427414557137,13.400175284922543,53.714188833374706,849.2251137518692,33.65140095109197,933.9001489240461,652.5579608602438,462.48795115925526,539.7985606137103,458.8062504829564,635.4443497113865,145.4818208620807,243.87400825649087,40.47100625476711,124.07329296124578,668.0459946369987,735.9327815703114,939.4257243758245,637.4789209035504,840.2385470700508,736.415851385208,257.30336488096924,759.2510919162639,840.146241847843,746.0175773555382,39.868448087344454,878.7329092156716,463.5943122295345,754.8920386904917,71.60969835198198,333.0718558039773,645.8746039890922,329.9002618664316,398.1909565895814,554.0808909533415,658.7443075630857,260.57677048190504,862.1640065017884,42.937302804169434,759.8914940309506,652.0939887782515,950.1558874040104,546.0398989509529,158.12636197210247,141.6425578043644,450.5910354840247,55.164442177887786,239.96564538285637,861.5761358823137,146.20660079317778,248.86077400071147,600.8510297836688,497.9650276891041,659.1665230563743,253.21340291151017,357.96329152410186,262.2815384257563,443.23428764750287,563.6797665656085,100
932.7827686830511,359.5203779536051,227.61792676954656,622.096940067656,655.810116744337,576.4654548435036,858.0834362110228,927.3182625288928,161.3274179391621,935.3003938953335,364.968532640074,240.1895363891652,651.2235280161611,477.5721096972051,356.3930475696724,853.2415409908626,543.4659572990616,707.1927598797237,38.49263884474695,845.0005678312612,37.6659625391793,958.9749278008834,634.7256767052028,459.28482845004544,552.9910266548625,444.09020713264414,632.5986406638003,143.27685520904757,247.23679516026343,47.488350693681966,122.62597614786279,561.9506141191936,738.224448698697,929.848932346831,342.733085182388,829.746503746691,957.0697424199758,257.5774408191587,743.9437109155297,840.3666489345746,748.3960015997948,47.65380032462679,878.4708590905112,481.2878427529105,754.5236002725018,71.06799582577679,323.47637776385653,665.4777298359006,500.9718118886134,933.101281192895,854.7462669328767,654.1446760477171,259.61194114818494,863.3534941974892,31.996760714502525,574.0990972784555,822.7289398192128,952.0517055970734,544.227637855225,169.7686406989272,155.49250722059202,437.2678451047222,49.16190199909973,246.69989797867666,858.281101255866,164.94000783031356,252.89002943858225,672.040929223197,85.44021234909283,642.6102609683904,255.42568916586532,361.90028908374535,562.7348299876695,446.4175802954427,562.1901458197617,100
929.3265562490234,352.20624496969475,216.92523177729262,626.0397665064993,652.4957027451405,571.0227011590379,858.6402376213614,926.1996257152116,157.68105951894887,934.2196049497677,366.2597339032801,243.0963437338427,660.6665791497775,591.4597804265976,251.54619060010418,865.4358335716049,545.9194043747455,861.3113854401059,36.76849592330034,840.3516411653624,34.179291325544625,961.9733576696344,632.7188417786315,449.70377274570455,564.3943429174078,450.6358044236339,637.3649889910251,147.0537671248048,244.99056349342143,60.46147277778912,115.21960755087052,568.5578231359303,738.8309482199203,920.8461085907304,725.0874669519035,827.46344247815,101.71007151995582,267.8768980423895,747.4673948173822,830.1485445047707,737.4114542108966,50.01475657145508,887.277827241376,425.35302246152406,753.0470334222002,63.648326451598535,331.97731673635656,665.489443980041,818.084056765344,238.13870335619225,413.0429532683183,656.0267777483746,270.2329540263871,870.3843866596415,26.211078734005117,696.4496954706281,795.4822214900363,952.7047337170412,554.9834398308556,177.01757019962028,165.47249333458285,434.4768419925598,48.323868939475915,247.96027955282193,869.8309454990286,168.6443909097954,263.9925550175853,350.1851420930476,950.7211345623001,644.0639285371018,260.9741022346426,363.94729982276203,534.2833394150516,435.3374762050479,570.8050275952007,100
935.3218073503842,366.4997528754692,221.45516271765138,617.2367488161537,662.1436032470741,583.377611490145,859.8511873242059,921.8406522361704,168.2494059285798,936.6196311529109,360.5306581750473,230.0769028098789,663.2921045281852,326.8433456801825,268.0434060500497,840.7306741593547,552.5137009288453,206.27353620909338,44.59490597934838,851.6029628560306,31.656833352253564,962.8177689940843,639.1226802272514,454.6283973012272,559.1816907685669,449.71789394835,637.1891582235098,142.4447319270056,244.34483774548576,55.9214453412329,127.9821780598578,966.8159221665939,731.470410043169,925.5495074078484,898.718608437596,833.4427902779221,765.5675011151822,266.4321074397251,738.9710418066339,846.0790600843469,742.258795170773,45.60514311075194,871.1884711211098,895.9431760827305,745.7241256648382,76.97434650254392,320.4450750580958,669.7873271372775,369.2943331180303,825.9519799442522,329.39655820797367,653.533549371306,257.9484123957576,853.8859425263722,25.09945473072064,651.0244217102202,850.6015136473858,942.117112245795,540.6524963212721,177.86604192098739,142.97972258717053,441.02156535176584,44.06091903225008,252.09315650411847,862.6228083369585,162.72121708973873,265.15668717982794,835.1978234034545,397.5829905161398,636.8785928316435,241.31188093470965,354.9244455537732,669.820255316236,440.4261902499285,566.7723531066478,100
925.7851707065336,353.29475802556095,218.8109350259664,632.323905175671,657.3930792909729,565.9947553964197,856.7037183892759,926.9542633576299,159.22059498242746,932.958588522821,367.7440313764975,232.61129627602602,657.9646472537272,698.7314645543428,714.4146142706435,842.3499360329811,555.6049352393893,72.62537616479037,38.772796254046334,832.9083949682608,35.8831690279167,956.4684887523831,636.443204721174,463.9842121897303,560.6743988782208,456.9822495237439,628.4329572035854,144.8305902446683,238.0917059450572,37.818596705621445,133.2225574073037,450.67716898845055,736.1911794468059,924.9673880985551,701.0012539617742,831.5876064460101,988.6206563934531,263.1616710491902,741.8842510611461,833.1063921855549,744.6972075530088,45.65588927053147,887.3823943324883,155.06061597524823,743.9958557357518,81.98623747198309,319.67879574677914,664.4558524418118,966.9810477476793,169.89599652674437,53.259537645172884,652.82818347117,262.95327294475857,856.7049810174477,18.1191921892307,788.9192089253852,647.5358658183237,941.6432817295151,538.744919081788,163.06852996572175,148.9792255204258,437.73508574135684,45.93505870528274,244.00487330401222,852.7033188903373,167.2089039969387,242.1679273640122,313.0191811441275,535.0394181609862,644.0816508821057,266.90148452462387,369.3538996810406,783.9137989885483,441.21671643728257,553.4721986316066,100
940.4132185865175,362.11254762532565,236.67763699545776,610.2834918746768,660.8825419166155,584.886790421756,863.5659743002267,933.5029978447766,170.46187485663128,940.5008379160884,365.1808065375247,232.93204555570156,659.7894745489111,573.5539989554246,206.14460229102215,855.5579521103201,538.6777152222986,676.4152747116581,44.00666395575954,838.7927022850231,44.601391838568546,961.7934431436955,625.7812594485963,464.9590330108015,561.2230497825285,436.3336414980856,640.5246052189947,149.7721800044708,251.1177157959787,37.62907180150554,115.1146004892521,301.33194239269346,739.8723743266072,923.8466237008291,251.26304027037648,824.5315236372737,920.8240101641053,252.97531024333563,732.4205181894107,832.2967564078174,739.0402157231692,51.939306495799684,888.6395360619431,4.317658231310473,751.5878608509012,64.1134277682237,326.4076632667155,658.947385732346,194.68356773202623,313.5933626772508,969.6838790305856,663.6102146925598,253.08176859647386,871.2304932352446,24.168123288272604,569.432700044807,667.819499614368,940.4772822129542,535.4644207816942,176.70871609259723,163.43547096772852,435.86390870193213,56.129530888778746,238.14801581559408,849.9469508361072,153.11999958050478,244.60624698727253,174.28869883337995,883.2412847816888,632.4601770187099,258.98187187528487,355.3994625356835,36.423769521232494,452.0431401130862,569.2324716460616,100
938.9343887038654,354.2399754350409,226.73757592796497,619.4189010416969,670.5658311335245,579.1172153277048,875.7000976037402,918.1301439421679,164.3948575154096,948.1376277976266,349.8086601546661,246.59402390341015,655.5963410617051,514.4705053002299,314.53102340365405,860.6639781565273,540.3777464455388,594.1419114571988,24.68491048247397,837.4142942903403,25.113490215072012,943.8753292458083,639.1604035477246,442.76790923524425,554.3469677728758,458.07339804509894,634.6955784888976,128.66283852864703,254.44973006362414,55.000140124435674,108.96817884920111,187.83525024202675,761.6201674115451,928.2631898267208,482.1084977272737,836.802700158813,713.3783818819476,271.48914359146073,765.6924567698504,833.3829131213027,730.3353698052094,59.06318553539933,881.5889786957194,337.3460608093377,763.5469123918751,61.31752761524876,325.97077177852884,652.052363313751,411.64121869020164,893.8109493248828,402.8214574278629,673.2354257576225,263.6030172539974,864.3710248767273,20.90880746607698,324.1614815010533,925.0935838417321,958.6590376731593,544.7088557659969,184.33152678020025,169.99655448076274,421.7831868007704,60.59509718621252,250.0539196952744,861.3952943186275,153.60021969587876,262.467194651346,25.524268979357334,822.0399497455418,662.578684827426,264.49298215039136,356.29850330590125,715.0500460242084,443.11884952541953,564.8670056712867,100
947.6611225605106,358.7130225974229,245.02848449937346,615.5449089543578,659.8776811485027,593.2018806094584,853.1473003271186,937.9012965149354,164.72592274165822,937.5568077813112,373.06452816883586,228.37013499525938,658.2049077900991,600.8219719037718,206.14145251951953,861.463219214195,530.1459934747089,181.9098471872539,40.60609641372385,842.0551193791079,54.0214332728502,952.0815939583576,620.0450127343868,467.7771874716532,552.7609059500162,441.39667799135805,636.1829101698121,158.24511132331872,241.09624745976015,41.66297598027722,125.83994025256527,691.0901419793242,741.8702814977236,918.1513463943872,721.0214044758665,813.8923093972775,393.4921108764774,244.2448905226051,719.819740535317,826.2240190735815,733.5649145586862,53.16402924768332,901.0631492039034,571.1751468693826,748.05063433075,56.02908878691844,334.28421014223164,668.023775238484,23.398991437996063,286.75888339259967,740.9973171561244,661.389444964981,244.54383382062795,882.1290603592885,38.067727183955654,89.51814641977174,740.8955969296879,946.1087141858135,540.7465514697741,181.77941839235507,173.58336519373347,429.1259536552986,57.84295520339476,249.69752217489204,859.5498932192276,155.64301535383416,241.24645819592078,77.74300176337067,552.6524310083577,624.9772109900107,271.62511965015096,364.09272219015395,61.51465485450658,466.6011809834902,578.5813206279323,100
934.0239618755809,369.6981998274238,244.7008046295913,613.6217854027943,665.9955103529242,578.5236093934169,855.2530058505408,924.2059921270629,167.3492092044586,949.1043287296176,366.4177017941576,241.05326039397883,664.8481394251379,867.2782727346091,672.978550172271,848.2713575966884,545.027817606005,585.3061091040921,38.303006075845126,832.4818713620749,42.625995975165424,961.9745945168476,616.5181572595272,459.52175971065515,557.4781511002747,428.2429677552527,631.4780194902683,153.01623373436604,242.86096065578212,47.41466622478347,110.07017690412488,474.27175244315856,740.431129564479,916.7959843643958,6.991486912728773,827.595808698443,768.1523239381219,249.06371703691315,726.3866842356829,839.2084481106019,736.7242230566575,46.79507844651687,898.7611097108304,816.6838067155378,743.4524538492194,66.0885311176566,333.39549602476035,649.8057644067067,844.4739264018348,375.6027531252424,988.9241880690049,665.2346304529271,244.88179663844844,860.6146609176229,17.356913395256644,972.5761121215139,916.1932598971923,936.8525133434437,529.7162297874801,173.75549558499608,158.8868069600185,438.4364860120957,63.34634172605008,246.58922420595653,841.863499466058,161.6714637869124,248.8002231938369,982.0364678367615,16.65711442966067,633.8765380743439,263.2426546757724,347.53179515912024,757.3494403240041,447.61428787732245,578.5958753506103,100
