@relation db_C10D20S350
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {102,100,101,201,200,202,501,401,701,801,601,301,-1}
@data
741.5315756468581,43.70121599384622,54.0324542488283,492.3469905449366,58.44068397473637,456.8119545916263,242.6028043209239,953.5378317597265,151.04729286562227,554.7250255258172,254.33833190219218,994.8767277407129,843.6531336386793,243.85422852310708,257.99126295616156,255.77079503089703,944.7621490625087,639.0707043478538,489.8161072385818,854.7927560801304,100
735.5669580644354,50.69968821820961,56.892566317423146,838.903634144749,66.07184010719807,460.4682803478921,239.7428951110837,472.4950369808919,146.38367080729847,548.2114522725417,260.55063572172566,563.0672976569128,837.754237998437,249.29991783345443,255.3604899769342,262.1617081952653,940.8359193931343,639.46904139189,870.4943469901249,858.4183211004547,100
738.9264687896034,46.00745139786863,47.63084445043322,22.64443052340215,75.59136318460526,465.1729397976724,246.70035520089948,337.69021722782867,142.46085195956186,548.1063940960062,258.5185260870044,49.10134184710946,839.8294992459787,259.3515856404293,271.40610620336344,257.756078827841,940.9009050007091,644.7815982994854,454.2974715375753,856.9388141024547,100
737.5980884869746,40.93838276003087,46.48390228392797,346.8309409786221,68.12479033176314,454.49127329848244,238.16705393417797,637.2248453027793,147.5184204061198,551.6942729866432,262.1357250731811,12.3516656819187,841.7342212735298,230.1418281948057,246.2498867788397,261.2412538955998,940.0072168729492,648.0297797133303,837.035415307475,852.7916750646549,100
745.972697718816,40.76346170049768,48.862528684012744,157.21239030885536,63.423815384129824,468.9723881369744,236.9637297143714,406.7538046865621,153.51289440152226,563.1790898257001,262.2336621612185,117.84448673583448,836.567723761803,254.65354397505376,247.24859608121616,261.82477168842865,935.188987933855,645.5023663730108,849.0634901668542,850.593361953857,100
743.5451247753497,54.2511430543954,56.08640304979839,982.5279049116658,66.70231948094332,466.0396930075099,248.2027377715411,552.5142114011437,149.54634901581085,551.8137892824798,265.7561062567312,173.96063544807927,837.1143221394026,257.6283124137175,260.3439979231289,258.5831385428909,947.5210955704982,647.7460694508127,61.95609449400674,850.6702065917669,100
738.5383765023907,38.50405319453987,49.65958083295483,860.7950355553462,50.76806439215285,452.56877642635646,238.51000471247508,589.4379044897728,155.60197265979292,558.6122100045874,261.2947412985356,597.3784467435686,847.7556217854791,249.32839211109516,260.435864787261,261.8841213065277,938.6047377284207,631.8604099394107,289.26106980367075,858.1084387232826,100
737.5978963731125,48.47771072110065,55.01260424105425,712.6537118351661,79.64849440174767,471.9094370590235,242.85811755854255,963.6100328892584,137.65945412966215,541.1001705419789,253.872404119074,987.618511743507,833.8103669001832,265.60782678297903,273.97029698202016,260.40178190811207,943.6770868455808,635.1390858576685,86.12313798815197,857.9842871290584,100
736.1490186229405,51.65436325659334,51.89923077954027,493.774176179269,89.40040018334867,471.1262384643708,258.5215983818547,870.3569864392267,134.08343189848614,540.5334162481251,256.33552021452704,940.7439385595999,842.1876443333967,264.32886235781115,257.5712237719622,262.03186954102125,942.1801522186272,654.7566350750004,924.2274707819694,864.136066841793,100
734.1881330472538,44.80162716601089,58.35914964206647,374.8059489369099,96.62329382075897,463.4704724554891,265.7448977405949,296.50995306724815,139.7127251839531,544.0653466368902,261.44640801511173,781.5383635469886,833.3517591517615,269.8996281815441,255.95448759251127,260.0758711348411,936.8930644417026,650.8118213899696,222.31256369588237,857.5673328973203,100
736.5857613787457,38.76664534036735,53.101390913815266,87.73127496592237,83.74647556731082,459.9221094653556,247.44937488381,667.8584786868189,137.40379791996315,538.0479370989037,266.3927261634201,625.3728069364904,838.0059356739199,261.78121446888895,273.6687310350656,267.5320677037867,950.2877748504044,637.9734331910786,988.2987030851698,865.0630356120396,100
740.1594573052423,40.09964258281821,62.346250696404546,718.3816592481797,83.68527861181623,473.11270270433977,242.58488312328595,354.3049889171441,142.72303724532304,538.9795095385009,260.8689279547304,182.2285163360371,839.2125026090047,259.85330020823693,279.95054249691077,266.7137838054473,939.0977667755881,641.4822317818459,870.2426778717622,864.7337416614631,100
731.4244754556248,51.26565704559431,44.64085152921466,159.54756203852116,77.06553742842999,473.94573430610785,239.1399683431336,2.429577410030692,138.23523722466308,543.0523359473852,264.5856992390761,233.52275269678935,843.4391445412225,260.3903194259456,264.7859280383497,251.24533137680052,935.2927779666298,652.2166789170005,624.3360729700183,862.1784430993691,100
732.0546588792025,53.45082815493993,49.53420982468663,901.3451148537268,88.19774971480312,465.5319722930193,247.8933474365278,320.32043092724604,141.497135225026,542.3497495724538,247.6836238251372,872.6343070512382,837.6545080126779,260.05432314469425,276.7003150298461,257.5648252367273,948.9320322199793,641.5515386811492,121.72573568877543,853.8608597051453,100
732.2546028653479,43.19627799888579,55.80203061814632,199.69657198544942,87.75190132229297,464.459585400142,237.63884769160353,930.6548437254435,142.77434373282497,539.4566515928262,257.98577590511377,849.6722282829958,830.3711359144944,264.55915319667423,267.82451314727797,267.85928029014985,949.3978636732434,640.4881412626376,536.7373696234296,852.6281282016982,100
730.2148044596559,53.261260830518154,56.63530466515387,952.4384267508434,66.61431706684954,455.51823972956646,234.49928836147882,638.8929739961776,136.2953117202948,542.5336706712011,261.7255367235958,408.93758009567637,842.2257084608855,249.78593285445123,283.00333337441936,248.10619109687036,938.620849187422,635.8714295134243,381.21293205210014,846.0210549374007,100
736.7867883649074,54.3139727070032,45.84911918077974,756.1005614643586,79.7083588794238,479.53012098767783,244.94196586765958,134.96812240832213,140.56446341435228,543.3376783573055,260.9288263853702,510.1340175816127,847.9584787911448,251.95165034197842,243.55664312527907,265.14778908625823,932.8615653162451,649.3002976754705,964.6419554019816,857.1351778675383,100
732.2104205649644,55.26911703383969,46.48148263755615,385.2406972814888,74.86615303870224,474.3552175969872,245.46940731005125,925.7510635385722,137.27891204802472,543.0729585957978,258.0892029746242,89.33397379476592,851.9427806529405,251.2058257448168,266.68008027354983,266.273975664326,938.3215539795572,658.4680925809018,112.73048216546377,858.2676826555518,100
734.5217666297493,44.3511315366616,50.03928377395514,154.25630409226198,95.10618080368809,464.60748401775135,255.42333587991868,720.5254849401625,146.43728711044665,538.7219170441489,258.0475308026429,374.9111768467508,841.8915814892172,261.83766078497797,232.23934599276024,264.13070880732255,937.9194728639003,651.1708843500874,870.3038602517568,850.5337845901681,100
740.3968540892292,39.49162297072997,48.079510827559155,629.4739836782982,56.50627744818314,442.2145612634703,233.2928792531812,38.155158517900965,144.07901385863792,542.507213488604,263.2061933277149,589.8810564200854,852.65644369784,218.20949950451552,255.79790826772216,263.485345901232,935.2117736893882,650.4033654610099,723.6556573123659,846.6377797291262,100
729.4352161122413,35.02504371962249,41.88602761200976,426.48419006319506,81.74685756500337,457.69591085555925,250.6818977219305,6.9729240886514665,146.07822839419757,550.2650177736656,261.231596694699,633.5138235753109,846.084865828605,231.6326060596691,231.02779344248987,261.6129974397293,932.7382331472644,636.1083713353876,406.4446094849883,855.2242255730151,100
732.6790767651361,37.37038761441611,46.25814082049675,421.96398703043593,91.71858917983239,468.63780132692256,242.2732239086899,429.9043562942626,150.5244390265909,546.4636150089004,268.28278722859994,951.6643048384055,852.7894269894789,247.72719773072765,246.5696678730625,263.6489093268223,928.3283231907498,624.1689361798511,451.6759179833838,849.744850316002,100
725.4266399658369,38.91489662870894,47.439089509467046,522.5465990736404,101.54345480067047,469.7906634472774,258.3585719179927,770.2273110547662,150.7315916080871,544.5628580300275,261.9308053313575,664.5263138246777,845.6456265827978,256.02467899425864,238.95628733324483,254.4235557485972,935.890720661685,660.1918990222916,708.9629456370778,842.8502768899094,100
