@relation db_C10D20N50
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {999}
@data
646.499682817,143.834095522,456.367705938,43.881569251,90.0448884874,751.992593226,958.171619732,653.286582073,254.556221587,253.0808488,398.01344428,458.022608858,251.476729057,243.492738508,782.750797708,208.271114308,559.831833,347.869125189,456.152144199,852.939547369,999
650.964139694,140.408002799,447.832705182,47.6274870468,831.401628312,745.008104694,963.404981154,658.146886349,246.396154231,259.710300423,193.493583344,450.916527486,247.393037443,244.155884807,684.076219646,542.093200803,552.156083234,339.770258367,452.049931888,862.493921252,999
650.23786979,137.0451092,452.840360781,47.4901042792,409.961728407,745.613862686,965.443325006,648.199422095,248.871378959,254.906319023,272.028206338,465.290834097,246.253583352,249.148693409,537.625083362,392.364798729,565.976770953,341.3053338,460.807559986,862.781436057,999
649.667273219,146.282724184,451.291413692,49.0083986136,558.062284416,744.26824625,964.42943592,660.569271023,259.805460746,247.044133723,242.614591772,452.48906361,256.800908153,252.98663589,537.009647038,270.203607203,555.539168262,341.241156375,459.320301777,857.724760232,999
638.641907892,156.043252154,450.47250485,50.1619551562,301.427574098,743.035887956,968.477274033,654.457488544,249.703754983,250.64286491,713.947591939,449.48410686,244.920197969,249.155443344,166.443672841,249.325692464,554.87272777,353.779723262,460.403888264,841.685117417,999
654.081783634,147.879773153,463.75903165,50.050300347,802.737783042,744.333050446,961.613731686,658.046662692,247.325788154,260.963531,501.109176452,453.327919362,246.090873161,250.26407375,901.28976523,571.569434728,554.513712956,344.252075456,449.498299597,854.048223092,999
641.163511583,147.812382338,441.716839352,51.600662374,696.486283473,752.579452883,969.698377986,648.796287982,250.918096868,256.71892416,316.546189288,457.415674123,248.158549946,241.781570525,30.4779314054,521.751280949,544.569288342,340.292650314,457.093559059,861.085848395,999
644.544672645,149.799197131,446.792939583,45.41627111,505.816507231,752.750334371,962.670633001,638.720429457,243.610236928,259.871662683,949.160386068,463.68006366,252.303973161,245.491492282,640.560081474,954.163572817,554.769815868,329.624405099,463.778113498,858.694577381,999
648.560448255,148.415283487,446.88185334,54.2736709812,625.368970147,745.156131659,970.770180671,657.457647314,245.255725147,256.965318559,667.506952107,455.205691796,236.401186196,254.107881647,379.939521027,495.089834273,549.890316262,358.132790593,451.985971061,837.507789031,999
639.365123301,149.993450642,458.863975348,55.4722081877,563.748206944,740.864116842,965.425727469,662.567538869,244.433985682,245.058219447,117.295857904,454.621793891,237.721197824,245.703379732,58.2858967019,241.725004313,559.659106384,368.430571071,457.283994666,850.362866362,999
640.957622176,150.543979056,455.150996543,57.5295046592,445.739163006,735.578754997,966.740332031,654.347754397,250.723785681,254.578680695,242.870757753,448.422344721,238.484115331,248.353951679,360.300483161,942.470437315,551.243125727,365.871825193,442.909751025,837.428316255,999
632.196763282,160.883332591,456.990439346,51.0973354996,772.856315385,744.721140805,964.958594,656.655789206,246.424118511,258.579914895,607.665325836,450.754965081,239.085691934,241.255068093,915.338203967,372.971283086,559.679160071,368.733544678,463.981815043,854.675409982,999
639.006465192,155.363075974,450.665406152,47.0994337109,210.676944374,751.605978736,972.331116365,659.344436168,251.841251086,250.19206313,224.853849395,458.458420793,243.052126837,247.444062579,297.220377234,625.097794997,563.999294052,370.202229451,457.542319378,849.311339644,999
642.278870847,158.906947576,453.297672646,63.8491397823,324.024565144,737.700477254,976.98647262,664.12115685,250.111683431,252.364629635,153.725059116,452.944303491,228.251693894,246.431493675,305.434238372,87.393634278,557.3794961,354.707117866,457.087491581,829.584909501,999
632.121243708,144.769979112,464.83295878,53.5293608858,871.74291138,730.636879047,966.263911084,676.657326541,250.169744882,254.576303352,210.578770538,446.619252418,227.054197783,239.130024387,110.039838389,347.586662869,553.648266832,357.634463172,461.824316264,841.740559589,999
633.025070043,139.796778328,465.406954145,59.3256060527,711.669088034,734.020511723,960.336519984,665.87962016,251.262393806,253.579311721,822.461687398,448.443473152,238.819543922,248.556561895,621.570894896,993.358055806,552.970364854,362.132795696,460.366756079,856.616470442,999
643.373054167,157.755894408,449.107464481,56.5238077709,789.476159326,751.428535316,958.580122146,671.585266607,255.872807897,239.117538258,170.427509215,458.8480262,264.888878842,246.105765718,835.85774676,873.549504439,562.119534134,335.866422643,467.423827032,846.797037831,999
636.873928261,154.985301107,453.997159223,58.0718375793,218.89081906,739.347500515,976.262736468,645.323625626,245.439656984,252.263656062,718.76486539,455.4465255,231.785440984,249.086843772,850.330094885,963.139757361,554.252961824,362.398747585,470.187157869,859.264347504,999
636.689327147,142.283101275,453.423327684,55.036302292,53.9417817474,764.925277009,953.610241303,632.017934132,246.907741136,254.03319811,747.380868438,467.823051289,267.867043622,244.287413768,550.904116927,658.84709409,565.410304641,335.694030662,458.893134281,850.821722418,999
626.291530831,152.788379547,449.14386031,46.1040281602,818.029132826,750.660751953,969.194927511,666.869746441,242.200971627,255.318578263,233.096398016,453.367204368,247.63737769,244.807870977,292.791258475,821.421905251,557.11620424,375.023018749,458.488618876,865.842133318,999
647.793114429,131.032020715,448.986181482,57.8634219726,70.4626434172,751.665848051,966.587699739,671.312837146,255.588318363,261.361653004,27.604680946,449.767020099,230.053187846,257.107056611,86.3716337901,245.195524963,546.963164995,350.857102146,446.114632877,842.405559874,999
646.290187881,122.889466054,452.551013815,56.3664971169,917.586076275,764.163249458,960.430695196,659.149915601,260.663925273,269.631445487,726.956875369,443.735176969,245.522205324,253.506065031,584.864868118,52.9036799102,549.637663546,361.75076514,442.35259538,839.515881484,999
634.155078404,141.094337424,445.016322776,55.5191663019,97.695048695,760.333916474,960.83328892,635.507607441,259.200237432,265.685320664,6.97534499743,451.225611143,246.52809975,244.812670342,518.381674152,867.561521795,548.270748719,327.673742388,449.249623902,855.796473401,999
636.995475761,157.297927769,440.25342728,60.0452563959,320.696198912,744.798145087,964.8785197,657.211599118,255.251948759,267.208823331,411.055905599,449.609244192,255.569781714,250.607095663,28.7454233567,163.262778889,540.51513983,326.455478517,452.641364368,848.059002018,999
643.026403813,137.082221134,450.841202889,60.294050445,590.771474067,763.525762989,956.399779772,634.570558062,251.273476537,270.366696496,193.42224643,455.868694887,253.969690122,252.602603529,980.77729753,151.088134729,543.314970086,333.510065872,445.710035315,859.838211635,999
641.773386595,151.140057933,438.901588335,61.293151736,540.915824508,752.047065557,957.866979397,633.280463381,261.568879298,270.283653194,612.994770552,446.632082301,247.708661127,242.867958932,20.3153665698,41.1821212086,543.911357391,324.960794558,443.272550078,851.756942844,999
644.919856195,143.676116207,450.183073546,52.9640608013,996.75699754,750.257782727,960.863518116,642.506311899,258.786422535,268.892597302,288.585221446,461.041594773,247.773928635,245.349772889,664.132911676,244.992514013,541.071366486,327.445069924,444.74421645,848.76702374,999
649.960611582,133.036516344,446.295633923,57.1926423456,387.370364469,773.847324964,954.722771575,665.928223072,262.837052499,266.757713886,353.536772572,448.34228788,250.237036006,248.567006538,893.498874365,364.028783842,543.496309991,352.181709229,435.26437441,846.421382425,999
638.596894158,151.658693641,455.154360855,46.785080789,419.862976023,767.070947503,965.10175885,637.772892599,250.996556145,272.970227992,379.287823166,443.993602336,254.964175495,245.768131169,401.724241973,502.527825239,552.892680715,319.762690039,441.552613867,849.943369655,999
644.401242937,142.474360218,452.97201128,51.6555463786,99.6863390217,775.131934735,958.659516265,631.280961866,250.865529537,267.792258558,553.365464486,448.94884058,268.201864045,252.477154523,787.109983263,7.56981152216,544.230360044,309.440400821,448.107847525,837.447474244,999
637.295804575,147.673159841,447.77851971,54.8105061832,495.41497931,765.621345439,964.707460236,641.215550292,243.185964537,263.33706334,134.551663091,452.894921711,251.457213942,254.487091661,155.141113731,574.754823188,550.384143059,321.802470143,451.10794241,842.089723543,999
642.603230428,125.555881992,452.957189016,55.9268418509,864.16365613,736.748901374,965.617916388,667.752893497,251.038347587,262.421631755,583.848463898,445.60357376,219.697824906,263.084788564,40.5206405883,895.910463665,538.979244721,341.828496174,440.830281719,855.994919688,999
645.0644136,150.520110421,445.066655114,58.1394284318,176.908474298,752.301203909,974.74568444,665.250752437,257.135090517,263.123557803,392.191153977,440.993049017,264.468468169,259.267778878,511.69099934,999.549391625,548.077978772,332.819768232,446.861502379,845.021714739,999
