@relation db_C10D20N30
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {999}
@data
753.4565901,755.457325767,192.67394508,843.009167961,358.295692298,957.797377915,551.75569662,321.954392551,453.183354728,243.817891876,954.082407525,645.774206783,44.5332963284,357.087106047,155.190949454,156.922513866,852.210991643,646.651324237,55.6452076746,543.030040894,999
760.916184388,757.055079831,453.599184645,779.102050313,352.065170748,959.529973329,556.738024012,700.476308335,463.100901313,247.262050792,316.701561624,654.200509825,42.1008458951,364.563235705,147.273060053,150.171398776,850.652814014,640.07254513,51.5526880538,548.28164764,999
751.720550736,753.958592406,439.657917545,652.812934653,369.143567554,945.439858719,542.318487562,625.300661278,457.687602238,252.467290348,196.228420078,650.604853576,42.1034683884,355.214662621,150.450268015,154.050049225,843.130631089,649.967879917,54.913138906,551.095837767,999
760.404764867,754.139731633,761.822007814,581.348582335,368.748718293,952.414035696,547.041018871,361.688550866,453.972282106,241.142605401,805.144762417,652.054129925,50.675387111,362.123495507,161.558211935,159.173275553,857.729910486,652.987231404,52.9095271191,550.451452295,999
757.508939794,747.341392654,98.4251681934,461.647352939,363.677043146,965.436221254,561.737264351,824.239847169,463.454683754,239.055324315,886.583745395,653.380036199,52.5124810151,353.728060585,158.262581277,149.296673559,862.724464467,650.066790132,47.589565824,552.595944612,999
745.100200775,751.252586714,173.33362985,322.958320681,367.433382895,971.036982367,554.941655784,192.708639543,454.712055023,250.121197862,346.712317357,636.76275568,53.1666626162,349.725082976,151.646736622,151.224158291,845.859580335,641.984304031,61.9903980812,540.46650816,999
745.692425984,746.674505193,857.500752254,621.362170032,356.082541691,966.594483362,549.752077778,952.70994367,458.014812799,236.346672476,56.4761342698,642.341569145,46.70247606,361.59501906,157.638311518,151.673661293,854.469588094,644.306308999,61.2927653342,537.131238287,999
764.276150872,760.741227234,252.564805737,441.520792957,347.643420464,962.780963834,540.106390751,657.83538938,460.69455501,248.549210351,541.728036257,646.976724033,51.1335771561,351.740741267,160.628133914,153.396246831,844.436750638,640.431127625,50.423051505,536.641804558,999
766.296676308,762.786370205,722.119945756,757.671547086,363.123942501,968.822366751,559.059388761,98.4899580778,469.557840932,242.002388271,645.328068885,659.098975749,31.8127510485,358.326498577,153.164712746,148.372153315,858.668057392,643.501022784,53.7880662203,541.963075341,999
752.153515653,757.538188381,764.761697527,93.0851109568,366.321190523,977.011584473,557.579573929,115.421776816,464.163295186,253.449710301,289.895803073,640.659635716,59.134119249,357.361262352,155.587612536,144.629164259,849.254914804,634.279737265,53.6071019815,541.761739721,999
