@relation db_C10D20S250
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {999}
@data
459.010818521,943.206681121,855.5062935,339.647306871,756.602682679,288.816310769,456.771074583,46.238331262,242.415003612,154.944979095,646.821517785,43.7935266121,944.379875701,512.079052767,141.699080416,540.488927507,445.098261465,55.9578592144,345.251504808,57.219285105,999
460.965088606,949.450436243,853.674987608,272.08438968,757.105697062,959.011977627,446.979102233,53.7927161763,245.855270019,157.496058576,641.430398949,36.5932564969,947.09413654,28.3831773178,132.33329662,536.403668754,445.481453168,975.841224876,351.380454011,60.1217762978,999
466.502784068,951.031134114,848.824757972,866.633121759,748.796462266,296.660612905,462.796907923,49.2048029353,244.660346426,161.030044735,640.472669698,36.3069653472,952.887529989,185.957710891,138.088838913,547.456868642,438.039045412,387.936029124,348.417028344,59.0779426481,999
464.292327098,947.783013743,849.045383873,244.088999197,750.040621075,52.068976947,462.130256167,49.0480124481,242.824677218,145.987786848,652.499592313,47.2605350626,939.77872774,583.419697308,132.265012092,543.774634804,442.823557048,593.301257159,351.755681389,60.7947062748,999
454.021038407,943.454915664,848.280483412,286.146412759,761.11007668,735.43744854,456.464340074,51.9591293356,251.771202023,159.533280176,636.947933305,31.9706894271,953.944698343,821.667711852,147.076920192,541.037721263,432.097136892,9.03138713192,354.443219734,66.9833132628,999
460.61842489,959.669121812,841.404435728,641.523596899,757.219305631,265.079562359,473.221893935,55.3143803633,252.526630428,158.554700317,644.87439018,41.1750026267,947.454567237,321.449659529,139.578988529,551.59023338,434.632158748,381.260523023,353.46955724,65.3889574905,999
457.669681851,953.485665477,848.736569763,190.630811521,763.384497712,581.400501556,447.934282791,38.4616337547,243.679448377,159.423004077,644.66031563,51.6206517461,950.708150641,410.428670825,147.120467919,545.19155505,437.073263669,212.696990568,350.826477741,64.2981375915,999
467.165551546,950.746417689,862.944730321,267.391125825,757.253248697,362.778727172,458.013577447,42.2343793003,234.126167351,151.978672398,642.775931732,39.2350110734,937.627406438,345.475373088,151.487292628,533.370291559,449.608025155,489.91268413,350.648730553,61.5474101434,999
471.343898343,950.821151447,865.585222509,450.105851,751.069469998,828.655346293,454.098635457,38.9192079946,223.351281416,154.385393686,648.456848608,37.8591647567,931.705312303,634.209176423,157.963491033,539.932392655,443.354516633,660.218973972,345.847931125,54.414552611,999
465.67613141,931.928058015,860.328976241,491.447624386,766.337233646,967.320259046,446.168260975,46.8521185818,251.031688025,148.8705369,637.215937626,49.5899163389,936.808268692,354.352316476,151.005252137,536.585124213,450.71738835,766.612461025,338.781410946,53.3067302868,999
463.36494252,934.452831934,853.60036704,281.466212896,761.666561377,556.978412199,464.208978308,53.0778585794,240.664660725,153.229097325,649.963812048,50.2367543737,949.055274965,786.896173976,146.954155959,534.981980616,451.179925167,337.792863174,341.840955106,51.7206185692,999
465.631866318,940.190986674,863.683782752,48.9595191682,767.38906116,191.602220451,445.27034188,50.3377282763,220.858244167,149.189064611,644.653241669,43.816908065,943.168971746,492.84350435,157.273443518,540.869373297,462.22063157,769.204087966,353.22043516,65.9340396746,999
