@relation db_C10D20S450
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {999}
@data
745.085954242,861.665724292,653.615903248,264.884214485,57.0809370543,554.66928697,955.018412311,531.344624001,451.736170179,158.608695189,654.770163621,161.299237636,847.812368984,652.920790609,546.457356568,654.042346127,803.361823108,221.52500825,648.575010545,141.808746364,999
734.168156439,434.518079426,644.13623055,272.382304879,47.5368493862,549.314644379,952.541325241,735.814028723,451.048685212,165.044898964,648.228926159,152.823777869,838.772108487,657.667139361,544.122125931,650.040313122,880.248336644,43.7017038195,652.718474311,151.611845207,999
728.057614516,355.873569412,649.692062737,282.05765446,49.2067617857,554.040508604,949.066124731,178.477991052,446.812649243,159.70169263,643.038983225,160.96882996,834.076990253,653.387396341,548.298712903,647.951881258,160.753938785,464.219555995,656.372638552,146.230802889,999
759.979818862,305.204805704,662.056467028,256.799095769,43.0971866979,548.006134885,955.770438807,168.276369634,447.61488347,173.03472035,651.210605177,167.720630675,839.503779364,648.801142652,545.497443953,648.859545459,828.435985221,336.489862441,650.707765538,153.068874561,999
744.02133655,434.632269679,653.477033466,267.337382905,57.2234833939,550.747939036,947.664635163,690.997000148,449.583816097,174.748122222,647.462772662,161.069939137,834.352635018,661.181180633,548.323973341,645.654124954,641.506681759,488.834923067,646.685718584,156.408207587,999
732.6892389,802.768293312,667.054125892,277.728175065,64.0180881447,547.220120436,948.488077983,788.138404147,445.151437852,164.198546175,648.425491951,168.346634766,839.089457803,643.883096262,539.522376364,658.872098979,841.287092137,580.640676233,646.397894584,135.548347894,999
715.612560986,422.345864329,630.86204071,287.485229467,57.8796252578,547.629112034,952.402392554,665.934536194,444.799616231,147.641409256,650.357371225,156.351495037,830.231800197,647.285002775,543.49172606,656.689926893,197.511244843,498.227844419,655.295932888,139.646354817,999
745.124016332,861.887180342,663.679989695,271.30344488,73.256992047,544.640661296,955.010916684,504.996597713,446.197058711,169.937359462,657.458889566,160.666474074,827.993022736,639.99194374,533.575917673,663.662184693,715.855168043,815.407608181,645.672380036,129.161822469,999
736.963801428,914.698637316,669.365499978,265.896825861,83.0464791505,547.934075272,951.252445655,846.657404855,442.474902176,163.100548788,653.357872379,157.000025858,820.088939098,643.459957047,536.855561711,655.902321118,399.694346302,526.072166964,641.611108915,135.287057352,999
746.611405768,807.137728273,647.537366811,262.942069569,59.7249395344,555.034920162,951.896092183,831.129456577,456.363345689,164.298671425,642.995336883,165.307133555,839.083781474,654.623839002,538.067398449,649.285733235,802.734904147,951.818524856,655.45229576,162.54748765,999
721.565313927,214.266840612,632.73247524,264.095412928,35.4246541769,553.064448242,959.611435281,617.306938001,452.994678176,169.200815938,648.645261872,158.786041395,835.763845199,658.698573465,539.607246717,644.122609213,477.35848147,192.728712439,658.98324719,164.223269629,999
750.483233708,26.8309511569,634.027464051,276.038802968,72.4584430057,555.728633736,948.765140581,439.787092776,450.581393908,171.996098764,646.253164111,154.93149464,847.253272875,661.871926765,541.651993358,653.070382056,151.164179071,603.431326423,650.61247245,157.249676249,999
747.033531923,168.63935128,653.852933758,281.654978663,35.3783601815,557.985299332,948.188004765,976.491590479,455.364177077,152.508231464,646.269592253,151.570111618,837.202054558,658.132508641,537.827053248,642.928712573,332.460166807,541.03233138,647.289352853,145.947847026,999
720.910807695,553.009310089,649.653940918,290.35115617,58.1199950783,550.248471254,945.626961965,838.389499553,445.126081034,164.621210945,640.025344678,155.339703077,837.680412454,648.123287881,542.012144677,639.763115074,276.830415276,246.555899951,649.505971335,141.743800707,999
723.766934395,515.857976876,647.604452435,255.795388428,47.3881335299,550.77971418,951.980982477,884.88895848,455.54286245,155.236696077,643.670062679,154.538778626,844.883765967,665.021574593,547.18743242,651.407122333,730.507372165,2.99583382422,657.778004836,158.491330138,999
728.522754508,177.379181963,645.355930418,279.747283107,42.9524550318,559.293850296,952.867768964,67.5440266369,438.221344674,151.443231801,640.581496205,165.553934821,840.816141904,650.006339174,546.589587705,650.045902785,532.823408965,732.923549178,649.227540776,154.568793218,999
742.131879755,177.267582939,653.979304915,282.209798542,31.15055699,553.44976035,948.150540377,385.490323365,437.232846895,165.301314257,651.971151906,159.327994361,838.266108703,643.828269222,541.440409812,657.838322164,711.042389948,131.723798162,650.294787459,166.882568589,999
749.55490203,130.597467781,649.298517862,279.105166872,33.895637884,559.052771912,952.520690772,834.330981237,443.929383611,165.472656709,646.752425323,163.775362032,832.562590307,650.568790158,536.515566951,650.80000164,634.627840706,393.143230203,642.248607445,169.888091719,999
736.445398085,585.972018757,654.709276395,275.181704618,47.1901738131,567.808534527,948.291769108,550.882233128,443.789690878,149.475903564,648.264815526,160.876885724,832.704934488,646.905840722,539.885995082,655.056650732,46.9140427241,827.536294629,648.052613392,147.939436788,999
724.479395227,581.787807913,619.718110533,301.031936403,68.4938058889,549.848221553,955.106238439,121.72542487,447.642621828,134.721774508,653.778044326,161.655066882,826.091814474,652.845270057,547.991408379,661.660632133,805.729379075,501.574101896,647.294719029,144.850977446,999
761.739574909,222.265151788,660.524969935,259.145839866,46.4927345225,554.22751187,964.980789048,604.445807438,438.662494562,172.404632122,646.7996372,161.40717014,834.582866421,654.54813006,540.53295978,651.918038633,531.76432875,336.083752118,641.996528106,152.021210072,999
730.544972166,879.105790407,639.393996953,280.128693965,60.8089988901,557.58141165,953.156419344,914.799425653,437.06847136,171.504375594,640.265643305,155.446596943,829.918860266,654.746811921,550.899526854,648.613280767,945.038155348,462.33507037,653.75489268,138.547766873,999
715.876025505,580.001907391,626.780982879,308.120785248,67.2419439681,547.146527647,949.691027254,410.297279204,440.952519473,119.943866522,649.750465303,158.151375191,832.207066859,653.802478831,542.849359033,660.750405266,65.5896586097,153.679825392,639.75145173,154.059134843,999
745.216869047,13.2800840221,656.841569608,288.23852815,37.171893828,561.8954005,945.880872466,48.7590579046,431.002040745,146.324328686,641.810790235,167.04958275,835.143062778,647.784464883,539.056895791,651.870993122,788.738432355,315.648512644,645.952082414,142.652789411,999
728.009046067,289.56786724,660.95462013,302.307077309,53.906015647,559.14097546,948.20539595,980.09524399,436.384413544,171.159566241,646.155452386,156.888882757,833.89161041,640.29537629,549.731648099,647.119393681,163.435683874,489.079181442,651.831069158,152.658121066,999
718.663617617,374.559486744,657.608562644,286.372246033,47.1735727154,563.295277313,946.550565571,126.971975254,432.216644947,170.727466496,644.182301656,163.160315489,835.738089404,642.369199295,554.240795514,651.272959663,156.236625473,161.377585959,644.494289353,143.605729995,999
736.271904695,2.5745320397,670.675854093,276.588588177,63.0250546333,553.302795466,950.460507954,503.843767753,436.597480536,165.975444207,647.189270302,173.215325837,830.435265624,647.012977102,531.559778442,650.481238702,191.2265984,443.292403631,641.127002032,131.263890717,999
743.763418425,839.157690083,661.259977199,269.390869183,69.5224193602,551.935949892,945.354096409,170.83230597,434.821433797,158.441882554,654.389124243,175.219971947,836.030554116,641.276072164,537.284827004,654.94842946,770.074283145,50.178939169,645.462070456,120.529433727,999
745.6595409,437.412525496,662.425118891,288.977371552,37.984530762,560.347324569,945.910544662,618.421415273,442.996217613,159.957528435,658.947208611,165.249584739,840.967474557,638.259068571,537.852011257,661.934293131,890.055609778,163.253053166,643.242037269,170.988412267,999
725.992355011,536.805551597,671.144972803,283.793672072,67.9829036395,543.827979836,944.009713579,94.669443257,439.413273023,172.816218201,655.954072945,172.009957993,833.56641378,649.757259464,534.924991439,653.847562623,593.207544208,135.437648964,651.731382789,141.332209099,999
722.24358273,774.558004953,676.188851029,283.266097414,60.2898355433,553.735406661,942.386640753,530.549051149,443.659547882,162.165156725,654.911593967,162.780227377,833.960324408,633.783016069,538.196403429,666.343058275,38.2425904295,741.766230797,639.421675608,126.363809802,999
741.053456742,563.865522632,640.481723633,269.390796543,31.5253672169,552.959318017,951.123310914,49.1982587818,432.003423417,138.156361494,647.532997766,159.520685274,840.346012629,638.252809842,542.859565799,657.388819957,8.24784465211,128.006820639,651.985169105,157.971063492,999
727.322586097,375.121674135,669.46711984,279.047428516,22.7409641826,554.20483233,950.372888584,236.550728333,430.16280005,152.420787791,645.757667404,162.539151297,840.840524333,634.154947871,542.145170338,663.42098678,10.7416199801,879.422491385,645.108392671,154.46065302,999
753.954963465,954.121027359,669.356517972,288.650274495,38.0783040281,548.896329583,956.837919146,604.454833044,428.898840914,164.592735792,659.872394565,168.178564737,836.994161928,635.805455691,542.216880919,664.781130639,705.166656364,624.140094037,642.263938155,178.216913433,999
753.581373735,758.520556057,665.521895224,294.783677962,32.4476249053,555.896994744,955.834899475,44.6912007522,437.730005763,150.996054746,650.065287991,156.772934255,845.377568085,643.987379435,530.20876084,654.930008148,880.366472105,99.7081671486,649.460884724,169.761839987,999
719.159034503,24.8225223858,667.087619666,274.053629429,53.1314899418,550.99464784,948.042073062,167.760547011,443.512713486,163.107603875,655.34098028,166.072262807,837.314398751,644.93043113,530.487438514,647.359382593,936.101738606,349.237041447,658.403316171,145.127988363,999
737.157789639,13.7288553901,632.200010588,308.108216183,58.0343235698,544.045088845,947.971520604,57.7600460127,444.957391355,139.153778927,654.184048841,168.274251187,823.670789407,646.327788983,543.456454284,663.812569599,987.533137732,751.529396182,645.238678887,154.204655143,999
748.772946024,704.195977287,659.59005804,280.12138675,78.836843818,545.935152959,942.986265901,0.545706238428,442.016893351,158.143844649,658.95792596,171.253355414,839.271825589,646.330378245,533.285842263,663.064979551,696.203557973,580.785013299,635.764022833,114.866943826,999
716.060329753,826.717466527,674.688895445,278.148439921,58.0992894298,547.027074693,947.382816685,705.598850609,438.73936661,163.580863974,655.095743861,173.919609958,841.322406537,653.857285337,542.305339068,661.804181078,88.9236159574,502.085224945,649.493881587,131.194463928,999
754.982736476,177.41147048,647.504573315,272.578329714,31.3028017256,550.973286774,954.222282078,583.111840498,436.742369649,159.817839162,652.955258416,156.181439038,837.91163045,655.392436841,539.921051951,645.819733354,295.577502461,741.110095175,637.999222141,164.005221152,999
753.857139482,766.987698655,643.862391691,273.545426178,33.3767866106,556.575945632,949.834633939,883.243573666,443.657607588,151.94257223,644.809184937,158.352906219,836.229285544,649.804250105,532.726105293,653.288857778,243.240416985,925.752384705,641.807795787,166.632740518,999
725.283180043,250.32638565,613.236924134,308.575946717,78.2193863521,553.432732102,947.608141651,652.121780709,442.100942185,124.469502798,659.632431922,168.013957679,829.959533094,650.985504173,542.254483861,663.971288595,759.690889639,66.6682180971,653.82488864,138.814825292,999
729.6442593,762.198582646,664.393423107,288.495094859,11.1679161423,549.51047615,942.952307182,614.744479642,435.651387386,158.606398746,650.224945279,166.840990225,832.820622788,639.281590592,548.035597019,659.597867116,282.466209054,172.786601684,646.25030866,146.506872047,999
715.228650147,876.249159869,608.828111877,313.997554833,87.1887078065,550.235998015,948.447530597,40.8336912097,450.943131715,131.862125625,652.536516325,159.837452426,837.757503408,643.760796453,543.489201569,663.031148723,909.952259756,949.500996823,646.303072574,146.074026555,999
753.335874671,328.483643056,660.775247333,269.708167306,77.0485825226,550.058728375,952.249515492,688.036025685,437.005627993,163.873868573,644.951861716,174.475292947,841.262862534,644.617206146,541.60106757,662.565422247,688.633986323,561.393020705,637.881954538,120.170527303,999
739.472231392,42.9405606607,671.125313219,279.734331133,1.55090387974,555.611404981,939.840587459,120.520633435,442.445923599,159.233048616,646.518777949,159.842045903,838.001376721,641.337553504,541.294802086,654.992332438,639.959705746,639.140864193,642.968297847,156.561354686,999
753.200144161,524.460959242,660.696530938,284.582866615,15.4363383809,552.770911644,945.117475201,959.164549947,434.857133589,161.72074696,656.38563212,158.815565963,830.452367114,650.894468432,538.347604525,659.720277663,837.851464728,122.777291732,638.673619631,144.022101926,999
755.398988299,587.712534195,678.855708655,280.446698507,74.8293671603,549.155038271,952.983401809,134.479195256,439.65593489,151.513905674,652.117325016,173.474544847,840.054353396,654.100827576,547.766694942,658.697496806,860.639533516,686.347023401,635.742119702,117.595689856,999
741.33796878,908.460524777,657.293570526,291.533769929,4.20760049742,556.827182513,950.219367514,433.034788272,446.193987395,147.493319031,656.259681872,173.485597114,833.723191223,645.226632803,539.098644019,667.305456062,760.001632044,478.926928777,639.670616062,142.908662619,999
