@relation db_C10D20S550
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {999}
@data
931.873827519,53.9985761769,445.286810115,648.115324138,647.94305695,55.7375852301,241.356912736,947.637843356,339.996649552,252.973205413,447.283133956,275.666830435,357.170978426,148.986488296,661.727506723,293.446182584,45.6339839718,256.412916819,444.874857709,155.756244693,999
276.296062153,57.7244175752,451.328622206,649.967712625,643.449495034,67.2460417649,256.032995872,459.453793663,332.425394283,247.942735036,457.551731261,434.491415295,362.422688804,153.89770036,648.071735015,994.218109138,36.5091720231,253.704568201,451.326674862,157.457169178,999
443.078719266,46.8048343732,449.971724131,642.533099963,643.158752647,62.2164092962,238.682079134,879.974047119,333.378349374,253.520044604,450.218984052,927.885453405,357.79427704,155.280489221,671.382158759,865.570984333,42.4292893887,264.641868693,447.541631954,152.781277185,999
84.7986989713,53.0859149462,454.003821185,651.151141183,639.152698412,54.6592576402,254.76607403,548.412239617,340.495345461,253.332536839,462.342757346,263.609088535,353.875598505,152.035533381,654.702072955,492.927479831,30.5972715902,257.558559157,457.615297789,153.738836434,999
123.591367833,44.8317559213,441.528648253,645.134941408,641.708948853,42.1306659967,247.170329788,462.669728142,335.30302448,255.32945052,461.900359625,59.3225994972,365.775559736,151.44702315,680.231113407,339.480730523,53.5399964255,253.460992481,444.232348684,156.803234953,999
238.952725558,49.6021640724,448.612084155,641.676525609,637.303127903,44.1826529658,252.240974668,982.155787418,334.951051679,250.821094433,470.534106772,750.016866363,357.74543615,147.451309145,683.123360158,47.2305957803,56.5556357777,258.812613721,450.024082467,163.256703949,999
228.928917134,46.1266629633,439.991198344,644.021617434,646.89858747,32.3297227861,256.503521025,294.14312278,324.791171701,247.714672413,478.904698839,904.867711102,360.642044536,142.299903834,676.632440028,576.911615835,48.8067850676,256.837946649,443.508693107,164.118139839,999
275.931741184,52.5267442158,439.135910413,643.557362765,653.103518065,66.529764813,250.925716535,219.066355964,330.060683846,257.682492347,436.565811131,833.030302934,363.181103101,140.942044678,672.952317187,953.832239984,61.0880081667,255.345670018,442.348600985,152.343839475,999
653.95944688,54.2626560903,434.576739318,639.612056807,641.933221107,37.8694622567,252.469435614,859.424088324,332.094261322,251.036872088,455.566966371,841.113210914,357.183775782,146.387484838,671.727696843,696.850916129,43.6623398272,248.756665333,446.288549435,152.095143772,999
1.28391079538,52.6201209537,454.618218282,644.605052022,650.843862801,73.8591800377,258.290077348,874.987478916,336.171737567,244.878014537,453.147024599,609.693536055,358.429189358,150.951905543,649.231296479,539.484041384,30.4533668819,261.103890049,444.877674985,166.880203185,999
