@relation db_C10D20N10
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {999}
@data
440.942062248,241.474743899,440.684000156,348.44623108,736.86642385,364.641222787,245.647700388,649.529124608,459.584167583,732.056207084,797.930922009,853.901298042,141.09718377,352.568172134,361.753748587,346.647122571,855.989857758,643.945607462,519.953957858,445.447287606,999
453.865653176,250.889264544,437.084178734,341.961246306,745.021849872,363.381854148,243.191497002,473.971180588,453.127127899,717.458485821,700.208709782,860.05040008,130.343854315,358.62930027,352.85573134,348.534760734,851.446559573,648.969644183,868.748928549,442.373474627,999
446.993764794,249.637528244,430.908190779,346.934307726,739.414099052,364.952427762,245.40161849,186.890541136,456.929375794,326.288713964,434.228972518,865.827719671,135.843629774,351.902485121,362.443261931,355.075195706,859.308347976,654.026952956,713.719008385,446.002743046,999
451.115198027,245.64068091,437.557088236,351.510214014,729.612367956,369.355321338,253.584887184,465.84907227,455.536182595,931.451184332,992.627317167,851.728532333,130.74018345,348.292987048,355.639382015,342.21831091,862.332873823,645.483063938,308.74058266,453.43004251,999
445.939038332,240.064480492,433.813265344,341.874179469,733.93795207,373.060514764,250.233509021,891.742768009,467.067684695,85.1266366568,373.777675423,859.409841685,136.220360434,344.490905712,364.556290155,343.097046731,861.58900483,651.174661471,258.875789189,441.017529484,999
442.435479598,247.316550847,443.158423666,356.350092337,731.054815646,361.706271403,239.315042162,456.922267868,471.206633016,502.88634172,961.746049078,851.432148665,141.715208964,347.327357457,358.803805772,339.614459184,851.9125004,652.700057187,880.034273065,448.121204889,999
429.207133983,258.523087106,450.228960268,350.212987567,732.037282063,354.56490244,242.537379432,741.367812617,458.728249061,492.125998043,237.03215496,860.984448094,148.928284326,361.740596199,354.699881488,341.611407137,850.895140405,651.40514105,72.3226464447,435.995253488,999
443.818704272,251.222682528,448.47914718,352.485330385,731.130058313,359.179151425,234.927326177,640.790213154,460.37159951,729.211586699,114.665498233,856.069819617,152.351372071,340.253079918,353.370674879,345.641444328,845.381626833,658.394155307,400.366552631,442.060982119,999
437.77074241,260.880340162,445.094882328,351.703993261,718.774219806,352.747929903,244.144538186,144.021882242,465.422185164,482.581559803,446.704711891,848.308902535,147.879929107,353.849334088,350.135729542,348.503144468,856.317544442,642.943674532,274.920969689,442.945797091,999
449.239302984,251.008223583,434.987563211,343.595226618,754.155401054,351.496844743,241.841434447,451.789182934,467.968697056,239.474099487,382.808077429,850.400697447,131.645941319,345.842228662,367.036477133,352.319896783,857.165588167,639.856973283,776.630311859,440.026112064,999
447.136391314,239.034501213,441.473487086,346.585832505,734.805701941,369.026440049,245.7272189,905.871861341,459.674232827,750.963533993,152.253006222,856.438818293,143.172677411,361.949607595,344.55452506,357.395332214,852.649684784,641.827092707,723.750868613,437.590386017,999
431.100347864,234.300223441,448.459771361,355.204669464,749.890026733,374.597288539,244.069012939,807.988732238,462.370975988,255.462774504,220.439167585,846.798184645,148.288333131,348.40756873,357.507820301,350.920127034,851.625870075,651.152662075,251.468901143,454.572207635,999
437.476462254,235.876605709,448.127556744,354.461152904,729.394329648,355.489812678,243.253708324,496.917799385,464.457962013,35.8142935839,492.474035176,846.926142591,128.245849185,342.022664864,365.50041423,341.234055038,850.845838761,645.633560328,169.007056906,455.748656581,999
454.445408906,239.304629563,434.8302449,351.769111945,760.002801081,345.772893018,248.725958812,993.421293912,459.877233738,877.084669321,919.094486416,858.335184749,119.90407733,345.103048547,358.286810957,350.745890873,847.10850403,642.955475818,460.389426632,447.553829847,999
453.16832754,232.879394584,442.986215528,341.727339638,743.417640416,365.875010126,251.561221493,743.374970341,464.809810037,734.899861824,653.920146278,850.697310034,149.341922227,355.91197644,351.030455532,363.030039216,849.755629599,648.31491581,384.264372548,443.767667746,999
447.46001096,234.687292977,445.992716763,346.916016535,745.439838869,366.473723781,241.928551852,905.753522505,459.674251936,920.966941722,118.916295672,844.052381497,152.61580912,347.965915594,346.78702926,355.036828269,858.853218795,647.754046532,543.029169351,449.566340496,999
445.286841296,242.150691002,455.04789772,348.548649719,754.133141534,366.678771953,248.455691801,509.213694024,458.228421163,166.174729778,67.6950676449,850.594977334,141.77064903,343.393639916,366.799592915,352.839567135,852.82709033,644.379311093,339.608911968,449.234227437,999
435.468710321,238.70243615,453.844568851,354.433490251,741.20869036,365.06015181,250.346688809,665.947792206,454.076802152,502.08967319,298.413118842,852.241934308,156.168495422,341.538164873,362.201889733,346.720981793,845.33648603,651.62188058,684.033675776,450.58151856,999
443.874632768,228.633892819,440.909929201,356.414974717,728.31681997,354.669201614,250.881027462,355.863169468,469.80567749,842.319150458,309.701869251,849.427760725,131.088667585,346.80111569,360.457117739,347.056105962,856.08749902,640.31454029,606.110495079,445.60405595,999
439.865038143,224.30711853,431.762992979,349.239063764,708.02441897,364.580292283,256.499963093,392.12767224,459.817994907,593.322351068,936.507118081,852.270654626,135.524478352,345.592511891,354.616777463,344.636989175,853.549938341,646.210904191,338.441465286,448.689282366,999
440.85263966,240.960406916,440.96649121,346.29640611,735.246205192,354.054190362,232.898433948,779.001954161,463.179704852,962.924436435,860.620685792,854.418417422,134.510572619,355.033843942,359.899896826,334.100044527,854.287895076,658.78255383,852.326855078,441.529434582,999
441.190070384,260.357097002,440.970601312,340.438464413,751.103767335,348.031171139,238.24412774,275.589178726,469.744208402,835.300304036,272.043206222,848.248214977,123.560474537,352.927782336,362.029065122,357.689636174,853.526591465,634.387979868,232.121869626,439.46151215,999
443.513034106,245.311317184,439.271110486,350.158956724,753.716264538,342.625637633,235.286655261,652.891969712,472.453444809,488.393012117,493.319672218,845.77286439,122.148058561,350.441842109,360.924909615,346.006492505,858.24562221,637.02256756,470.105140463,442.076515246,999
445.164704656,268.10936597,443.2838986,355.528318497,699.386827155,364.110438946,233.615791505,85.892041107,461.992308053,626.386822432,617.184231552,846.13316093,134.40398131,359.612522389,341.139347887,346.030275066,849.261322029,645.242805806,306.491330208,436.013935158,999
442.927029907,257.660989068,441.362314317,342.615427006,760.496638269,349.507362036,250.856770483,175.455174291,460.53271029,965.412225797,49.2282984921,846.584788719,124.222616922,353.549036089,372.885450644,360.995309221,850.18261974,628.451111752,671.781847967,443.398750339,999
