@relation db_C10D20S150
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute class {999}
@data
709.605037232,743.61684727,458.12184543,252.629628037,342.800079923,456.228382607,843.191159706,852.282310903,942.295411513,756.24630897,803.379500189,41.8287187657,849.307703931,753.25896151,158.431293815,546.908153776,357.738580893,845.307580854,144.068605743,458.426038796,999
937.749601581,748.688226522,461.035913253,245.138417141,747.450169966,460.504380267,838.897107168,852.872610091,941.347392042,760.159778711,397.408157712,535.685258622,843.092595166,756.557670146,150.11128465,539.50265755,361.902684273,850.831253193,138.141823134,463.409923812,999
867.902084821,743.830753313,462.881024675,253.954731146,161.282593086,463.655904828,845.853188621,854.327722719,944.133128464,759.344427551,913.222492843,656.998913558,860.36233466,756.353114808,151.85111946,542.024414951,362.064810808,847.173064856,135.562777655,466.522299931,999
299.269011508,745.810864148,467.564049434,255.058569648,720.85194882,462.840896387,836.558035879,855.520756248,944.919225068,755.720099908,470.542762411,632.425778794,851.100242024,759.364979243,151.710495619,545.676890892,364.910558588,844.119800062,129.544626107,468.8880159,999
893.990524234,753.217015502,462.455373327,248.130598285,726.529684973,462.608403672,841.404629318,852.334531318,943.903868882,754.8402443,934.539136309,251.338348347,850.932668408,758.633279833,141.858003794,532.564290051,353.694927973,841.841883992,134.393937705,455.522746102,999
641.543956548,749.353711433,453.523009064,256.882753469,64.9694664382,467.774132921,834.013260667,847.300090108,930.51378536,753.366492254,282.005613696,278.205796665,848.211083189,747.006082051,143.589875081,547.025529975,359.183054691,840.35149678,144.157033415,461.183407678,999
131.168633813,746.188735529,473.500839402,262.817626609,741.146004622,455.32303982,839.689614497,855.222929943,945.19236298,748.798524156,279.746696757,583.974622864,851.791811534,761.447729774,157.109580664,535.198140869,357.605765032,836.265833513,138.518046284,472.666722318,999
393.910106748,752.056170984,454.580741963,243.472433634,145.09289961,464.204601737,833.314794149,853.230275337,939.672607128,760.210731924,647.261937032,402.970075536,857.8592172,753.88464428,147.113115819,529.389815632,359.912193219,833.172823364,139.173072561,452.197119437,999
733.570212094,735.799853551,459.841707497,253.685903296,567.539540041,465.438418271,845.49222993,858.25344162,936.006576781,752.669565497,581.646877491,575.817062797,855.403163827,757.834255368,148.394165628,543.474384103,367.404932739,836.282490488,140.606284403,458.913244671,999
975.425163374,752.766011656,455.557219057,247.619121685,258.958221852,465.672596845,840.688616797,843.345389696,957.019959745,765.648189086,288.788864477,629.870744045,852.119582052,764.210201442,141.919632906,549.292669206,365.336340291,853.505360335,139.78588496,456.748644337,999
138.256675254,756.436217888,474.578465657,248.853790205,226.011046696,465.155439507,840.582470286,849.821614023,942.748029786,748.124834237,754.959093033,650.777916094,856.598114245,758.495567862,145.548349648,538.022013789,354.656350831,847.919161725,134.844785334,473.617017784,999
385.962494674,755.44300893,455.431053865,245.424935533,799.26048389,472.100772135,843.371879643,841.823551136,952.286104764,750.300417467,81.9437694738,794.27447316,857.547133279,747.127529617,136.602726554,539.318670856,353.542926553,844.118239729,131.801760699,460.433668663,999
322.680411455,742.536336651,464.656473806,248.49550223,131.69559341,477.076890006,831.722222105,855.850789653,954.470989438,754.399708073,949.513710329,662.002226651,860.000037785,736.81721332,145.789201255,545.227371707,353.595140585,847.352825019,140.236738242,459.586151265,999
344.894932136,746.824790304,459.443212815,241.864267101,442.028398683,475.038435013,841.500394791,848.017797355,945.990502659,747.102252966,17.4344948112,972.544888256,851.188823087,755.112501976,143.10807896,533.254258434,358.581090755,844.614860413,133.42688568,467.010131645,999
562.434038219,735.749164578,473.237488419,244.974756844,609.823016641,472.049434025,853.418603646,851.034256492,927.097494243,754.997768195,230.021237276,735.409376858,859.169333797,743.966416651,147.492794063,533.503089519,371.00452333,850.459929328,143.899583138,465.540876758,999
59.0610662241,733.216175369,457.06882426,241.849495174,539.426317606,468.121544942,830.677808741,853.720807505,945.36866448,763.428949206,267.827380664,24.4448686272,856.130933187,729.937184432,141.61947932,541.158729211,362.620905381,842.775055598,147.320381913,466.054310135,999
386.525379323,723.51059849,470.364785422,238.883611488,477.441505268,457.489269837,841.558875031,860.807495846,940.343500004,759.394977971,272.971848845,240.948958931,861.539489425,737.066006574,140.193971829,528.838068683,368.02551941,846.473026409,148.049367647,473.326892223,999
403.088650165,726.777415301,462.359895555,250.0806691,690.323255796,465.077288605,820.522133179,861.962174325,937.481226105,766.234419527,807.781316522,202.065525979,858.141124812,732.016271839,138.072513192,534.497924596,368.189573395,848.355982544,140.094101221,463.676612647,999
697.28370665,719.701698497,460.63118095,243.988730195,356.066320844,476.001263703,833.887898609,871.7531075,936.827685621,768.129473029,381.753998582,300.101752727,860.184450569,717.308063335,146.117012092,544.957167985,365.459766582,850.046823914,151.355044392,473.768390845,999
543.187158644,763.030334298,462.226549159,249.274445736,945.520811173,455.870540769,834.698314283,832.528306907,968.265203951,756.554155847,282.506153499,879.411385363,860.643482482,752.173088985,143.357279319,544.054520895,374.261281124,862.017815641,144.279509153,460.762540532,999
144.843670095,713.587767196,453.782555504,251.942949576,171.554323212,478.008041417,802.009095721,856.519428317,927.622578924,761.796341485,542.917281554,74.974168244,857.001305764,726.136629813,139.283769144,537.954550008,375.552243333,851.43162628,145.529894466,467.01284768,999
787.160717166,711.414479055,458.785110909,245.838315738,910.363299948,478.809468016,806.874852522,854.049940397,922.533460364,764.609658647,891.912667271,608.152403206,852.750653138,720.161543167,147.519007689,542.126064407,370.147163003,859.496563912,152.505024613,471.891222031,999
892.639623375,732.956652045,457.704134552,255.412573018,413.813351904,457.69062307,811.931543728,852.196978708,928.670772002,770.216193514,268.745765673,279.775229946,860.096555975,722.557931592,143.559209827,540.180012678,363.750506011,855.599649629,141.397694819,467.117914035,999
669.444686783,756.786385788,459.247546805,242.683001485,850.135587022,457.78821926,847.77445073,864.082347243,956.317641786,769.512885816,200.116884382,110.018313942,850.754554574,769.304127875,143.332556775,546.650938684,363.33127558,861.636633569,142.071400212,470.02271817,999
666.687953867,716.120541739,457.318026357,241.917990371,793.804457516,454.084497624,813.969799171,856.001860334,921.332993857,768.680908618,647.973885694,239.736161839,860.248528104,742.271644711,134.851644298,541.186354816,371.173466025,851.336556501,141.317206506,469.656266471,999
269.723056304,724.450691553,459.67346753,239.418239589,517.232299049,473.439835703,824.282832237,862.583652936,928.463137674,761.560101044,273.201057224,906.584658187,855.915510493,719.623650515,147.537162626,536.794609524,369.264731304,841.244488322,144.346954996,469.658173584,999
113.183352298,724.300718347,465.549537845,259.082200333,60.2171448149,452.035498745,804.113240515,845.233967214,920.754425376,763.290437804,194.954302428,436.553075959,862.189570573,713.504413829,145.674233378,539.471966454,368.770832236,860.981528955,139.061236166,472.281690404,999
198.806296888,745.107476853,470.088910972,251.978620313,902.716930176,486.317513784,862.426405194,862.820407671,916.065787747,759.201179543,541.576989074,710.977633077,864.607207271,757.060323923,144.325862832,531.729200175,376.575054641,858.668322814,148.272424448,471.45423674,999
173.724334967,739.935307089,465.607377829,252.702163795,230.729053038,466.259827683,821.683413903,860.670066881,922.750896147,774.868325436,444.973940353,541.215389357,854.675246089,732.637488563,138.938758443,537.224420293,357.961505644,852.322433164,147.860410261,468.739869943,999
391.614518474,743.321590577,454.849940607,253.083462304,296.59242815,447.015531816,807.371169584,840.657382287,920.80584621,762.583687012,851.241859791,986.937372499,864.067492221,730.666385049,139.152953105,545.72852577,358.560614226,863.598489247,144.889607851,465.285819251,999
631.236634481,758.11351528,452.923819037,243.261924142,515.823077272,456.360303008,838.673528142,828.859081233,967.514297423,755.232255181,637.919093297,671.380675511,855.092301385,751.739752611,150.934685104,535.301286814,378.441787582,855.2827884,147.208559141,463.674497718,999
48.4945093769,735.325637641,458.9164475,251.713909093,884.465867872,475.126959522,812.096466238,876.435273776,925.88678584,768.468718344,976.750759824,590.180115971,852.08608393,716.793477583,139.787778523,532.130512449,375.162909275,843.792030261,151.71537786,466.562905175,999
