@relation D15
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute class {100,101,201,200,202,501,401,701,601,300,301,302,-1}
@data
166.5923040459787,357.80767995910213,255.71896347965478,941.6524669015372,753.3145402911917,653.6358534903919,53.53856910618599,659.4670867628581,157.04848899764227,645.1900022822031,356.4390698830639,786.9566942924022,54.62085576618822,952.5647661919892,33.070053932505395,100
234.22093037024393,360.7881141517708,248.24515497012908,937.0698568707096,758.5232375153248,647.2970393244494,48.166338964005035,668.4630847970761,160.39551303934306,636.7712733655404,362.3198003470456,845.866722188322,49.492810983949454,947.0875084243637,351.8787079449798,100
900.561853225468,362.32586185504886,260.4039157167071,935.8482536258234,758.7744667605095,652.6384665772807,48.2947987189222,663.900084498915,150.52514597276254,637.8155982073315,349.4069557580613,472.6880244948041,50.02716208322445,958.6665008698279,755.05237201366,100
805.240372855744,358.9406461604586,266.4213212071624,944.0638815038245,766.6350838764653,649.640501842721,48.84183887474768,658.2614466348848,150.92070586005707,637.8987103630498,365.0454612662914,743.364448545949,47.23972765602751,958.0714505168628,3.2555518580806853,100
470.8913229330219,358.47524575005804,259.5988560236395,929.8589402923395,756.168464004252,638.9179133392884,40.757928689156586,673.1813099347582,157.2612595574765,629.3770891574329,356.7891599446221,216.18054761316517,45.83463531522197,955.4161837375052,692.1770902564076,100
614.7889556650243,360.5316125638491,268.4426450421891,939.7213146512285,767.1013022385569,652.1868633301625,46.49001631461373,656.7705494143554,159.25101966973057,640.9274037107006,346.99010830557023,630.5377989847161,57.269334488143656,948.6494830006654,515.0099997958281,100
164.04153323250935,363.9085178004908,252.7124667255606,944.1765282183729,750.187485692778,645.3959598104823,57.82627928224188,669.760464081025,162.68284250961423,652.2503447645424,354.65641875276594,711.5097407934895,52.02286919409485,951.3901411922885,308.9831534467751,100
994.888172851463,355.13246330382964,271.4892421557091,938.6582256057599,760.420635438203,645.0053760596495,55.914551378804916,674.4690054640388,157.2264771186468,639.2266448279286,350.7374425679326,513.4682956231549,43.68543500232502,960.1361122183177,317.07805663406555,100
449.2004178522535,353.8754642603422,247.0406038202412,935.6453855939051,749.9379568791154,641.8762817031353,47.95238605860708,648.745933596505,160.07490100111355,651.2936177826913,349.1964847189924,671.8135767188569,45.698563156442404,965.4678913133831,434.5728114212387,100
586.7693033913301,365.6073710638433,243.29837471005524,936.1255671666673,745.4881836836089,654.4822392908225,47.93036152715521,674.1151914532244,157.81624947599332,645.8018703417321,351.6090777714058,200.7916816251586,50.13345992142355,950.1726253852015,228.28079782405675,100
123.10181513621998,359.59358785783354,254.78377590264938,931.7152084726231,758.8895612331373,637.439389714052,55.69258855133989,640.5302438207607,154.26578894009594,664.2565993927753,355.0760701638276,566.5471717786482,48.78360319261699,958.2867790195576,244.61489723749398,100
784.4972695138194,362.7183912811974,247.6136526744938,933.7646623286239,763.7169292322444,631.7514162465036,49.67342208867215,649.8339899927156,158.82814493052754,673.957540926375,350.57847181330624,92.69112852541983,43.78979841541818,950.6777986100856,66.80590764816063,100
43.90689466252684,364.60952564695634,256.68366543528225,941.6880007706466,752.431667701598,637.444798505244,43.533119139720235,677.0213478992284,157.4033720805249,645.4994790652596,356.09280844866464,925.2226200275853,52.75063518131613,938.6354391133839,312.23530339564877,100
432.2759613155558,361.17082788878804,255.57332373247252,927.7281991433823,752.9999422608421,657.9028156265815,50.36481883394507,647.0317278203214,156.4829287758405,655.3460059504692,350.1071736800591,906.6795301398402,40.25153736304203,954.1368461499102,758.799511982048,100
554.8085892872145,357.6358288149781,246.43480281403805,936.0851900395326,769.1223800464835,633.3592562630736,49.99443092915824,653.8590077486987,162.27373233054732,668.2089367047063,350.448007722785,272.07578253188547,46.80787588776237,966.8584928828349,751.5094409101687,100
475.70335740887026,360.5163521615609,252.54776530356685,942.6597124004903,751.9346193006157,655.5654746506309,53.96467237328377,657.9023686203459,161.06679919701918,663.5838401822698,348.78450674162104,742.2152827837341,51.03378942073173,962.8146546796462,713.5422847672398,100
616.624217388466,352.4876735793657,265.12926599682874,943.4744082750193,757.7789187142231,638.5118500694152,53.00243763290947,662.3233857506807,161.45111416922202,654.9858776055721,352.06378859001876,790.0702948709461,50.139635628707595,943.0560461689616,761.4965626817323,100
443.15237915137885,360.400235390775,245.7426568768688,937.6900286244431,762.9982765158231,645.3430684385157,57.06715426933476,679.7828923735319,164.64695270009506,660.9292583759867,349.4923224640069,532.2998207423602,47.33476679123678,956.4550578311375,437.2559141838761,100
801.9782598687727,355.9893187503662,240.91105611833865,940.8539106410991,757.6422955932188,641.4821580239031,48.50528455720468,660.1310633201879,161.78136135718833,668.9674862049769,347.16030654558733,593.527857296157,48.28216719938082,956.0931415847264,745.8068953803875,100
390.3525582422952,357.2169413328749,279.7514660673913,934.0787318521176,766.7856888730319,651.3081174785362,52.8187616142956,682.219687136633,162.19770278249743,645.2999516545171,356.5553680325243,443.22439029777127,39.07069618406292,951.495405058258,402.21464610006564,100
618.2311639229887,361.9287497270095,267.22847787255046,924.6666418677036,762.77572380173,637.8670459619332,49.46114062489659,678.1453083669322,162.1957925850255,636.4664844581296,361.05081295580067,444.37969846429047,49.19062224693639,949.1660177707561,646.9806635458998,100
85.74353254098044,358.33594896481674,255.83308228225602,938.6236417056494,747.4780580863579,641.3763316844684,44.85008634252664,643.1628473153609,151.86833020541297,649.9983311562761,351.62814248672396,788.4556198334743,40.56882914297575,974.3607930047294,798.5192459615216,100
555.4224819338847,362.86392251157145,267.8709548062426,931.3755706596995,743.2371961099383,653.2198422025499,45.60289307720395,646.0169920475652,154.19401813296545,643.8665151495593,347.0096756552004,777.2452184239206,41.67240894400957,966.8040282059104,187.16878541788728,100
711.5251178921177,357.34139575030196,259.0923247696724,934.6235072726819,748.3531531382783,656.1443454432342,58.11052407568903,645.2645934301705,161.28799490989473,663.1720193989373,345.3756601657218,635.9017648957577,45.74942092261259,965.8677002197422,314.19191958971504,100
