@relation db_C10D50
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute dim20 real
@attribute dim21 real
@attribute dim22 real
@attribute dim23 real
@attribute dim24 real
@attribute dim25 real
@attribute dim26 real
@attribute dim27 real
@attribute dim28 real
@attribute dim29 real
@attribute dim30 real
@attribute dim31 real
@attribute dim32 real
@attribute dim33 real
@attribute dim34 real
@attribute dim35 real
@attribute dim36 real
@attribute dim37 real
@attribute dim38 real
@attribute dim39 real
@attribute dim40 real
@attribute dim41 real
@attribute dim42 real
@attribute dim43 real
@attribute dim44 real
@attribute dim45 real
@attribute dim46 real
@attribute dim47 real
@attribute dim48 real
@attribute dim49 real
@attribute class {100,101,201,200,202,501,401,701,601,300,301,302,-1}
@data
46.42474490192496,661.3386148610169,541.1943698940324,142.653844159239,704.7890112049762,145.13273513585122,50.00533416455389,442.43418481935294,939.0534252671673,46.6805730144911,646.7881268100687,276.4956575720117,646.1276577968212,542.5054776423991,544.6097810737286,759.067243082805,654.9732273136527,155.7100560482806,457.93546944177444,98.22025936373002,150.77776518714012,754.291342151696,341.0403435062417,260.40448012645106,842.5710206329971,456.1700501338605,943.5034124635057,246.96407739174992,52.54756931535217,451.7954657384284,642.1772411430123,756.2101462772579,849.8688031509449,643.0837256287994,555.9738358369959,360.72938387342543,730.7701164243781,851.0679959580613,545.6709942796308,506.5681908211802,624.820679327901,660.0627879106042,279.2327126767457,447.22861672957384,527.2062321394052,144.240216159006,944.890774538858,155.44259283035666,907.9040948404125,238.52338612223994,100
57.0524014675404,674.3706843099749,548.0656559168903,136.79296577130614,659.5881657663386,136.02989295887724,913.4410124840825,449.5166405880565,941.3500430386968,56.749483566302125,637.838839339918,125.68793786504085,654.1571212715571,550.1379629506977,535.2641919869988,753.9249326783328,664.6006349464058,160.38746178257847,467.11931579586224,167.06176550606222,156.520657931981,756.486097733525,336.65664664393347,269.25323705511624,851.3069273360974,465.0366861321369,939.234071007051,241.70074194978133,58.62170590298648,445.61444998247794,630.8877626525278,757.4283406035547,849.2422505343396,636.5874531547789,547.960317392777,364.6952942381661,278.13366541421834,843.02736945451,551.022242929276,339.31378043504736,360.19365983652307,663.7915107290312,502.60559826115013,442.05527355338194,927.4015387149667,154.59637555520086,936.9682154233232,146.96728966761268,771.6189912833531,246.1354456289884,100
39.93731688013597,660.417809730642,547.8993078591556,132.35623156406973,404.6358861241184,149.19588306127628,143.33063002400448,447.00894208261656,939.4799954847691,42.30521666743947,638.0225063066387,465.0081686721386,639.0813276713867,541.2073307397857,542.7707316988264,756.149295555298,651.7137926032984,147.17160741576257,466.31679309034325,703.0452716083244,144.28415417707362,762.287534331739,334.7595372809948,271.5168242534666,844.3818617175008,460.0389601315224,936.6139184130675,256.10907178224056,59.595706937076415,460.43340554527174,634.5343313478874,751.4669442903036,838.8726610477802,651.778557434402,545.5388678211773,358.6118633228927,303.2814888153277,853.9578840050086,552.8393880900145,865.6571254156194,288.0142031677866,667.7585207886242,97.71739723008588,437.0118204584798,24.091975762064564,150.55213491466608,937.8439197417164,151.1420240193339,669.8631237569889,236.95674921945835,100
55.935905177575656,670.2809209078167,535.18018720369,133.07315370968075,992.688241422578,139.35313613383235,989.9106688184787,450.7597348283466,945.8743928529117,55.49923558746072,656.8594662670462,266.1809603895975,652.2879734630347,533.4299847688962,547.0866920047268,752.6684522829361,661.7637650815332,161.66042010305299,462.2380976812761,524.1661223339325,158.4471292128582,761.3311155052404,337.9616934597038,255.02483728354218,836.5104519678463,455.50690383799116,952.9771956840802,244.01889670020856,60.01059441169986,445.5792652928192,648.9836691006175,759.5672185892427,847.5209262246811,649.1635101441879,558.4363508085229,356.03133761146006,902.7711899732749,842.1841647922184,539.9392177329038,393.03218928358854,642.5383143939142,654.5020053219234,396.3759480759257,449.03187147069343,705.7972061463317,145.56674706557115,942.1466323898079,159.80641719374552,759.26473174356,237.67641427291258,100
40.814311619287096,657.137517377193,540.1327264519084,144.94113808651628,684.1650945970034,137.2971013562524,989.9603129257794,446.0107149268073,932.5611112857212,46.46451341070705,643.4548074642031,795.0362991443777,645.1185168742044,541.3417975565004,533.5133846032047,765.4915532074597,657.8223012927446,153.37475386029615,465.60580165282437,304.6543123549362,161.84712271038484,750.1702639668637,332.6101056025378,253.58138899554226,848.0472663444406,461.80286739487093,948.8077386546563,258.32756049522493,46.227822711688866,443.93983918539544,647.0841430512371,763.1078352468611,840.2491998329389,653.2784496282479,552.9630083602324,366.2757085045438,958.964438395175,840.9999316309587,536.688718200381,61.7000728999606,490.03834927587286,666.6136721512934,932.3618870997748,448.54590592681336,855.0111426423186,144.7800850642486,940.3211848897365,156.89677795808385,597.9053475386937,240.5471151524584,100
46.536496355193286,667.948890542261,532.0565902833597,134.53084397112949,174.1991690750284,136.87962406414132,268.92209619029563,451.6013048868893,943.0171902495532,39.83523943079974,645.8430780839775,57.73296255088678,651.3316713711047,545.4037598109227,552.4645057460497,766.0873816034666,645.6923424698437,152.530459003163,468.3530722960927,437.4906147834784,157.36217392014527,758.1324161824842,347.8341093769429,255.26823947270188,853.6987413419945,464.48388281443283,936.2679687994864,253.81028230300606,56.69520947106515,442.84217280565167,635.8785073732743,765.3208630566911,845.3404487663109,632.7210460790368,565.3650256316413,353.68273573771864,16.139112997007544,842.0582622928188,555.6970083019638,964.9751353460425,712.2172250974974,649.8904975863825,135.3491861823839,439.3685707157085,802.5152962663929,137.3631516479651,952.239121750032,152.8017238244016,358.1009455691988,247.2929022998308,100
44.405875332356544,681.7832705957491,543.5786165134319,130.17384875194193,542.8590444558879,134.24147452703224,852.3330006914649,447.7710430740039,958.5356443498243,40.8976072589183,640.1694783315453,907.7267039667443,660.6510031024198,521.3288393094142,543.1074674917439,758.9540544254196,652.5161137816976,159.13597329837197,452.58562592100526,447.1926862664059,154.4409084151557,771.9667067505619,343.20497172368994,259.83137765282163,839.38263490468,452.22387599047823,948.9907178732163,242.47794416552185,53.35193609182607,441.02129291053654,659.14489451172,765.6504089391755,842.8468786944861,643.5784862978119,544.0998093587992,352.47238942295724,588.169496432944,851.7957671308138,542.9514540565914,614.2806989984128,594.4891117203379,643.0969045218555,602.0310851971183,450.886392896434,311.44590435832663,133.86447751367314,926.382845861601,151.94831059186043,226.92434181271392,250.29709044850884,100
42.20919961394422,653.493116852287,536.9034295809356,118.50850257550032,767.0719247433527,146.45642580421202,278.79196514436387,457.4138285494591,953.0287152244939,41.99105761881547,640.3620576251764,358.584847559987,661.0590526809342,523.1562785305214,553.9973429456902,759.1276908067241,659.3606424757426,158.60437024350935,450.48654514994416,948.9489505425698,150.80092283157944,755.4855753747319,341.3512741001261,246.01865458913755,840.6853885611501,459.03166609118233,946.801540398143,239.2750972095162,52.38760457794916,450.4002360448848,659.5387207111746,765.3052482020104,853.9738213565511,652.8032590231651,568.8459785873133,368.249868952347,208.6217280209035,844.6634770588242,537.7644392485169,282.44198101210935,349.17353464951515,659.9788774136517,306.45631218448585,456.0789636979339,563.9136313906413,132.49590558956285,953.3690730842951,162.113606740083,998.3811886297003,250.78636240183,100
66.33127115185502,657.4458775292352,527.5142732491144,130.49061529832912,162.32270439649233,143.6888551991512,479.64751063861553,444.71296680682735,937.8417642611,49.198558732764134,668.4619806202746,726.159230713976,657.0219551104707,548.1630059492229,542.1554132496736,746.2682840878304,668.7526187979812,167.11085475211357,455.19428650330804,863.0096534868529,151.2908965409515,756.3335010216256,332.05398468531746,258.89713359506135,839.5820647161787,452.8307158846582,948.8440439157492,244.83658071507932,64.23695282696595,437.2822804494923,638.7427523963036,758.2711890059678,840.184533614118,643.5149687267539,549.5389726264166,376.48401847141565,172.7520584384662,837.5533912348333,531.6730949397205,535.4609990736293,686.1820257020681,644.4628335204402,991.8631785211516,457.1204327344823,261.6691125226094,149.3687619205523,926.7603585142894,151.07320867691644,820.44866671219,224.421225931764,100
28.179617711774696,680.4152418906731,535.5472132202898,111.88971489082033,885.5798289880785,125.68853799520846,421.380712261348,442.6373198021721,947.7522044180059,44.66490859175494,650.0057901778847,833.4602197718181,656.7304162810914,529.3804881873656,548.6819794196961,752.770110351135,655.7139671838929,165.84527208457237,460.59456788891345,511.67669948767036,158.82843092405017,768.3037175277196,348.9084597291576,255.92343160613964,838.4860162290488,458.6436772629944,944.4349733453756,249.523471605062,44.66150544081636,445.69822385142896,670.9180684383252,760.6032941404114,839.5240500535589,651.7528776955508,553.0438811609073,366.3424811127061,948.3700818388172,847.0242504487321,544.865982900251,509.5058987804678,236.58648990972543,647.526444162292,303.54176080117503,457.95788446538313,215.60556268431154,136.30359362069612,916.0057611594,133.84023239121595,271.43805700668975,240.37940773673256,100
29.93384011789463,672.2614881374502,538.839458819141,119.38627130447647,47.496838698920406,128.64449364159668,743.8158480327213,441.5082695730294,947.7631002588922,26.08247580587495,655.1912930635312,764.1171652875884,657.158082157134,534.5044239512464,538.2633922495348,752.8750266242066,648.4975843814773,151.53960077817152,458.5221208731583,106.24070846341994,159.46024259838947,766.6484900525002,354.182864967375,264.5188278543102,834.6952946596608,449.1371809353478,953.5766901070493,249.28098562564284,55.28202934924096,437.7256544871002,645.3517485120612,774.5200455544723,833.3825047744918,648.4547618241014,553.5779168347299,357.2568952066626,841.6892623602562,854.1544273103616,541.5724935893726,170.8404611334705,619.9161847245346,635.633994646319,748.7427648415666,456.2931346275434,309.4030541316347,126.26273070058389,916.0714041993332,157.57813555116797,32.52464854189729,259.984953988168,100
