@relation vowel
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute class {1,2,3,4,5,7,9,10,6,8,0}
@data
0.215963,0.389365,0.510997,0.741181,0.440294,0.834778,0.357669,0.558906,0.397479,0.290427,1
0.475198,0.519767,0.181336,0.38555,0.261869,0.831224,0.233957,0.657691,0.278926,0.445134,999
0.502294,0.714795,0.25528,0.66836,0.17439,0.61857,0.263739,0.482602,0.561619,0.147938,3
0.410087,0.731071,0.454193,0.673903,0.001706,0.517212,0.635383,0.353499,0.687411,0.31305,999
0.33102,0.717605,0.483858,0.592658,0.024914,0.540445,0.566747,0.323376,0.672744,0.327633,999
0.286115,0.677312,0.720445,0.754125,0.093411,0.417452,0.363722,0.644209,0.737771,0.380393,999
0.282307,0.618924,0.380561,0.739666,0.534818,0.670903,0.344032,0.587981,0.609799,0.206321,999
0.312801,0.660567,0.390111,0.554566,0.270502,0.682212,0.280933,0.612533,0.587745,0.166505,10
0.462025,0.764021,0.412285,0.623331,0.037301,0.587653,0.555095,0.387826,0.695152,0.228232,4
0.297059,0.725571,0.612433,0.633548,0.020127,0.436444,0.589599,0.496947,0.706953,0.385797,999
0.28843,0.666133,0.720954,0.752432,0.074143,0.410962,0.365118,0.655945,0.742857,0.383079,7
0.2055,0.659746,0.413086,0.492634,0.348541,0.663791,0.443891,0.54617,0.703232,0.280835,8
0.280525,0.616972,0.376093,0.748594,0.52943,0.66764,0.348714,0.59829,0.57562,0.239635,9
0.331948,0.645096,0.379623,0.572755,0.245132,0.661708,0.283279,0.684588,0.570928,0.156058,999
0.237978,0.37322,0.429589,0.705319,0.42777,0.848899,0.40751,0.631173,0.433226,0.3083,999
0.507422,0.549725,0.154418,0.414312,0.321415,0.814616,0.211171,0.663238,0.270071,0.401504,999
0.351776,0.751953,0.470102,0.540646,0.049506,0.521675,0.647675,0.28327,0.660288,0.318254,5
0.240118,0.717258,0.601006,0.603812,0.0712,0.312788,0.696533,0.479958,0.690578,0.465999,999
0.268757,0.618216,0.383292,0.736656,0.530596,0.681646,0.330855,0.586876,0.548106,0.306337,999
0.192334,0.344017,0.519264,0.825457,0.464854,0.730516,0.395622,0.563533,0.423014,0.181505,0
0.256144,0.361935,0.397126,0.665905,0.408532,0.879655,0.407972,0.658698,0.474799,0.353358,1
0.515967,0.554161,0.130129,0.47942,0.33515,0.783487,0.241563,0.672968,0.26523,0.392244,2
0.310826,0.771349,0.452866,0.506448,0.119882,0.441327,0.704904,0.262184,0.604709,0.409595,999
0.248565,0.699072,0.587435,0.618846,0.045635,0.373462,0.661266,0.492176,0.720649,0.428145,999
0.213001,0.684781,0.727275,0.713791,0.129509,0.271836,0.550061,0.46596,0.793724,0.503993,999
0.266414,0.614793,0.330427,0.747476,0.549637,0.634381,0.417167,0.519515,0.649693,0.243641,999
0.190503,0.341585,0.499,0.815979,0.469602,0.731541,0.440124,0.545484,0.446653,0.150222,0
0.25749,0.370439,0.369712,0.628943,0.398457,0.878483,0.416593,0.664587,0.462331,0.391428,1
0.455127,0.512332,0.155878,0.492448,0.335839,0.773528,0.229395,0.678281,0.263116,0.416483,999
0.516302,0.715116,0.207657,0.678789,0.242832,0.607695,0.252913,0.506917,0.506707,0.168591,3
0.311176,0.719717,0.37978,0.615419,0.235957,0.616764,0.408544,0.387681,0.583843,0.26171,4
0.299819,0.787465,0.436719,0.470529,0.173376,0.438204,0.697528,0.264806,0.568175,0.452833,5
0.249909,0.687556,0.704341,0.638361,0.045917,0.411175,0.472305,0.595653,0.740442,0.383023,999
0.219926,0.562975,0.392647,0.527674,0.306395,0.704816,0.360591,0.734525,0.646946,0.406701,8
0.285037,0.607869,0.30563,0.743144,0.543392,0.621459,0.427842,0.54717,0.659311,0.183923,9
0.400077,0.647436,0.335988,0.54513,0.168211,0.683428,0.274941,0.737148,0.542069,0.249731,10
0.201601,0.329806,0.488022,0.83231,0.47624,0.720804,0.454201,0.542337,0.438986,0.128013,999
0.240276,0.391033,0.387951,0.612478,0.400874,0.874031,0.4089,0.625265,0.414696,0.397424,999
0.468555,0.695711,0.237714,0.718821,0.250489,0.581247,0.261502,0.52009,0.495678,0.171249,3
0.269662,0.711963,0.496055,0.525262,0.057464,0.48642,0.622292,0.501146,0.716543,0.378561,6
0.23901,0.686771,0.701718,0.599008,0.036056,0.404635,0.518509,0.596776,0.730794,0.385349,7
0.37827,0.635203,0.352503,0.571534,0.179348,0.665202,0.266941,0.721768,0.549168,0.189189,10
0.210055,0.464158,0.233671,0.142572,0.564401,0.677092,0.579505,0.663132,0.454023,0.289808,999
0.43067,0.763365,0.105274,0.486692,0.462282,0.291614,0.502679,0.540306,0.509556,0.218387,999
0.150088,0.706857,0.82223,0.292553,0.394576,0.283255,0.435685,0.271887,1.0,0.479004,5
0.292163,0.853753,0.79596,0.210947,0.257515,0.305631,0.56883,0.574911,0.574009,0.65237,999
0.060141,0.64656,0.709824,0.252212,0.400463,0.598959,0.50521,0.374896,0.632262,0.407993,999
0.044444,0.313539,0.86541,0.507927,0.764371,0.60494,0.709102,0.422683,0.361445,0.256324,0
0.360625,0.757168,0.149394,0.37846,0.45031,0.355632,0.460976,0.55706,0.547085,0.244496,999
0.389701,0.901921,0.629288,0.322182,0.199894,0.430827,0.43427,0.549051,0.689412,0.281,999
0.148434,0.721248,0.841206,0.186316,0.439072,0.250355,0.485874,0.325735,0.953262,0.453434,999
0.369393,0.894102,0.527809,0.322281,0.329991,0.26701,0.398839,0.537277,0.879538,0.349439,999
0.331255,0.878199,0.762452,0.176191,0.271518,0.33897,0.611423,0.594451,0.548454,0.616219,7
0.121544,0.69054,0.697042,0.488976,0.336586,0.598734,0.520207,0.411322,0.686497,0.544566,9
0.068844,0.597015,0.79662,0.286373,0.303931,0.6223,0.639472,0.351166,0.507544,0.5004,999
0.044617,0.350775,0.887002,0.565662,0.712929,0.591371,0.681792,0.346665,0.354584,0.274279,0
0.381801,0.303498,0.281354,0.220625,0.44913,0.927782,0.798198,0.769514,0.668622,0.293589,999
0.203607,0.425055,0.268723,0.203416,0.485768,0.74375,0.562169,0.651657,0.420074,0.254673,2
0.36699,0.764998,0.155167,0.325215,0.422961,0.392668,0.488559,0.509387,0.589159,0.222188,3
0.090322,0.628635,0.854039,0.321647,0.245141,0.291037,0.559537,0.258869,0.893112,0.50496,5
0.393145,0.90391,0.568412,0.307425,0.257826,0.362164,0.397585,0.533366,0.855106,0.363424,999
0.169629,0.773691,0.7757,0.381326,0.260415,0.381177,0.519462,0.468372,0.626521,0.656057,999
0.054881,0.327159,0.936375,0.611533,0.687493,0.53708,0.612025,0.334758,0.275749,0.308496,999
0.365991,0.278542,0.300359,0.260965,0.44545,0.945182,0.750273,0.783423,0.614826,0.320157,1
0.218815,0.411917,0.219536,0.214278,0.458026,0.734529,0.538912,0.668657,0.443208,0.315101,2
0.140287,0.678853,0.800953,0.313339,0.216245,0.350555,0.453934,0.317068,0.941606,0.51417,5
0.365492,0.894501,0.617925,0.326622,0.253,0.335305,0.410307,0.50869,0.878473,0.435601,6
0.324977,0.864355,0.777893,0.207922,0.256716,0.286573,0.650954,0.633829,0.513499,0.591907,7
0.2192,0.795128,0.783069,0.448204,0.20112,0.405732,0.522703,0.458492,0.6254,0.605107,8
