@relation vowel
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute class {0,1,2,3,4,5,6,7,8,9,10}
@data
20.0734,36.5882,53.0475,82.5895,47.2526,71.2934,35.9006,55.271,33.8092,19.4337,0
47.5198,51.9767,18.1336,38.555,26.1869,83.1224,23.3957,65.7691,27.8926,44.5134,2
50.2294,71.4795,25.528,66.836,17.439,61.857,26.3739,48.2602,56.1619,14.7938,3
41.0087,73.1071,45.4193,67.3903,0.1706,51.7212,63.5383,35.3499,68.7411,31.305,4
34.0064,74.8563,59.6315,60.0984,1.4818,50.3587,58.3351,52.0868,69.5468,35.348,6
28.2307,61.8924,38.0561,73.9666,53.4818,67.0903,34.4032,58.7981,60.9799,20.6321,9
24.6661,37.6594,46.6758,74.125,44.4296,83.0532,34.6139,63.304,34.879,34.8479,1
49.6292,52.8308,17.8595,37.4623,27.0402,82.9236,22.0604,66.3803,25.2614,45.529,2
46.2025,76.4021,41.2285,62.3331,3.7301,58.7653,55.5095,38.7826,69.5152,22.8232,4
36.1674,72.911,49.2543,58.0185,0.9685,56.0333,57.5432,32.1415,67.7105,29.5481,5
28.843,66.6133,72.0954,75.2432,7.4143,41.0962,36.5118,65.5945,74.2857,38.3079,7
19.4842,34.9573,53.7931,82.8086,46.556,72.7505,36.8758,56.3955,39.6403,18.5943,0
23.7978,37.322,42.9589,70.5319,42.777,84.8899,40.751,63.1173,43.3226,30.83,1
50.7422,54.9725,15.4418,41.4312,32.1415,81.4616,21.1171,66.3238,27.0071,40.1504,2
47.824,70.6027,24.5093,67.5809,19.0095,58.5369,29.1808,47.45,60.5206,12.1948,3
43.5893,75.9967,38.6407,61.3645,9.065,60.5593,45.9988,44.0102,63.8766,21.1153,4
35.1776,75.1953,47.0102,54.0646,4.9506,52.1675,64.7675,28.327,66.0288,31.8254,5
24.0118,71.7258,60.1006,60.3812,7.12,31.2788,69.6533,47.9958,69.0578,46.5999,6
28.5268,67.6536,71.5597,71.7051,5.1798,41.2213,39.0295,64.431,73.4013,39.7244,7
26.8757,61.8216,38.3292,73.6656,53.0596,68.1646,33.0855,58.6876,54.8106,30.6337,9
35.3724,64.3778,38.388,56.9249,23.0607,69.1925,26.454,70.4395,52.7113,19.5881,10
19.2334,34.4017,51.9264,82.5457,46.4854,73.0516,39.5622,56.3533,42.3014,18.1505,0
25.6144,36.1935,39.7126,66.5905,40.8532,87.9655,40.7972,65.8698,47.4799,35.3358,1
51.5967,55.4161,13.0129,47.942,33.515,78.3487,24.1563,67.2968,26.523,39.2244,2
50.3729,72.2324,22.1843,65.923,23.2898,61.2698,27.1314,46.92,56.9031,14.1108,3
39.4866,74.5665,38.0497,61.9538,16.3972,63.0317,38.4483,45.7575,59.0852,22.2758,4
24.8565,69.9072,58.7435,61.8846,4.5635,37.3462,66.1266,49.2176,72.0649,42.8145,6
26.6414,61.4793,33.0427,74.7476,54.9637,63.4381,41.7167,51.9515,64.9693,24.3641,9
19.0503,34.1585,49.9,81.5979,46.9602,73.1541,44.0124,54.5484,44.6653,15.0222,0
25.749,37.0439,36.9712,62.8943,39.8457,87.8483,41.6593,66.4587,46.2331,39.1428,1
45.5127,51.2332,15.5878,49.2448,33.5839,77.3528,22.9395,67.8281,26.3116,41.6483,2
