@relation vowel
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute class {0,1,2,3,4,5,6,7,8,9,10}
@data
20.0734,36.5882,53.0475,82.5895,47.2526,71.2934,35.9006,55.271,33.8092,19.4337,0
21.5963,38.9365,51.0997,74.1181,44.0294,83.4778,35.7669,55.8906,39.7479,29.0427,1
47.5198,51.9767,18.1336,38.555,26.1869,83.1224,23.3957,65.7691,27.8926,44.5134,2
50.2294,71.4795,25.528,66.836,17.439,61.857,26.3739,48.2602,56.1619,14.7938,3
41.0087,73.1071,45.4193,67.3903,0.1706,51.7212,63.5383,35.3499,68.7411,31.305,4
33.102,71.7605,48.3858,59.2658,2.4914,54.0445,56.6747,32.3376,67.2744,32.7633,5
34.0064,74.8563,59.6315,60.0984,1.4818,50.3587,58.3351,52.0868,69.5468,35.348,6
28.6115,67.7312,72.0445,75.4125,9.3411,41.7452,36.3722,64.4209,73.7771,38.0393,7
22.7146,67.1762,48.2501,50.763,34.8603,69.2216,33.1459,64.5347,54.8469,33.2899,8
31.2801,66.0567,39.0111,55.4566,27.0502,68.2212,28.0933,61.2533,58.7745,16.6505,10
24.6661,37.6594,46.6758,74.125,44.4296,83.0532,34.6139,63.304,34.879,34.8479,1
46.1368,72.4513,23.6685,67.0063,19.2885,54.7515,36.6453,40.2118,63.6674,15.0757,3
29.7059,72.5571,61.2433,63.3548,2.0127,43.6444,58.9599,49.6947,70.6953,38.5797,6
28.843,66.6133,72.0954,75.2432,7.4143,41.0962,36.5118,65.5945,74.2857,38.3079,7
28.0525,61.6972,37.6093,74.8594,52.943,66.764,34.8714,59.829,57.562,23.9635,9
33.1948,64.5096,37.9623,57.2755,24.5132,66.1708,28.3279,68.4588,57.0928,15.6058,10
50.7422,54.9725,15.4418,41.4312,32.1415,81.4616,21.1171,66.3238,27.0071,40.1504,2
47.824,70.6027,24.5093,67.5809,19.0095,58.5369,29.1808,47.45,60.5206,12.1948,3
43.5893,75.9967,38.6407,61.3645,9.065,60.5593,45.9988,44.0102,63.8766,21.1153,4
24.0118,71.7258,60.1006,60.3812,7.12,31.2788,69.6533,47.9958,69.0578,46.5999,6
28.5268,67.6536,71.5597,71.7051,5.1798,41.2213,39.0295,64.431,73.4013,39.7244,7
22.7633,62.9753,41.9725,50.3659,31.7864,71.3181,37.7094,65.274,63.8021,35.1693,8
26.8757,61.8216,38.3292,73.6656,53.0596,68.1646,33.0855,58.6876,54.8106,30.6337,9
35.3724,64.3778,38.388,56.9249,23.0607,69.1925,26.454,70.4395,52.7113,19.5881,10
25.6144,36.1935,39.7126,66.5905,40.8532,87.9655,40.7972,65.8698,47.4799,35.3358,1
39.4866,74.5665,38.0497,61.9538,16.3972,63.0317,38.4483,45.7575,59.0852,22.2758,4
21.3001,68.4781,72.7275,71.3791,12.9509,27.1836,55.0061,46.596,79.3724,50.3993,7
22.296,59.2902,41.8976,52.3114,31.885,70.9122,36.0915,70.6684,66.1287,33.8644,8
